Áfríkà	África
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 15 Oṣù Kẹ̀wá	Wikipédia:Efemérides/15 de outubro
Ẹ̀ka:Àwọn Alákóso Àgbà ilẹ̀ Spéìn	Categoria:Primeiros-ministros da Espanha
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 28 Oṣù Kejìlá	Wikipédia:Efemérides/28 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 3 Oṣù Kejìlá	Wikipédia:Efemérides/3 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 7 Oṣù Kejìlá	Wikipédia:Efemérides/7 de dezembro
Ẹ̀ka:Àwọn Alákóso Àgbà ilẹ̀ Pọ́rtúgàl	Categoria:Primeiros-ministros de Portugal
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 31 Oṣù Kẹjọ	Wikipédia:Efemérides/31 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 26 Oṣù Kẹ̀wá	Wikipédia:Efemérides/26 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Kọkànlá	Wikipédia:Efemérides/12 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 30 Oṣù Keje	Wikipédia:Efemérides/30 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 3 Oṣù Kẹjọ	Wikipédia:Efemérides/3 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 27 Oṣù Kẹjọ	Wikipédia:Efemérides/27 de agosto
Àdàkọ:FIFA World Cup	Predefinição:Copas do Mundo FIFA
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 21 Oṣù Kínní	Wikipédia:Efemérides/21 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 8 Oṣù Kejì	Wikipédia:Efemérides/8 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 20 Oṣù Kínní	Wikipédia:Efemérides/20 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 23 Oṣù Kínní	Wikipédia:Efemérides/23 de janeiro
Àdàkọ:A-Z	Predefinição:A-Z
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 28 Oṣù Kẹ̀sán	Wikipédia:Efemérides/28 de setembro
Ẹ̀ka:Ìgbésíayé	Categoria:Biografias
Àdàkọ:Ombox	Predefinição:Ombox
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 31 Oṣù Kejìlá	Wikipédia:Efemérides/31 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 1 Oṣù Kejì	Wikipédia:Efemérides/1 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 22 Oṣù Kẹ̀wá	Wikipédia:Efemérides/22 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 2 Oṣù Kọkànlá	Wikipédia:Efemérides/2 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 14 Oṣù Kejìlá	Wikipédia:Efemérides/14 de dezembro
Ẹ̀ka:Àwọn Alákóso Àgbà ilẹ̀ Tsẹ́kì Olómìnira	Categoria:Primeiros-ministros da República Checa
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Kínní	Wikipédia:Efemérides/25 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 6 Oṣù Kẹjọ	Wikipédia:Efemérides/6 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 24 Oṣù Kẹjọ	Wikipédia:Efemérides/24 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 9 Oṣù Kọkànlá	Wikipédia:Efemérides/9 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 18 Oṣù Kínní	Wikipédia:Efemérides/18 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 17 Oṣù Kẹjọ	Wikipédia:Efemérides/17 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 27 Oṣù Keje	Wikipédia:Efemérides/27 de julho
Àdàkọ:National Basketball Association	Predefinição:National Basketball Association
Ẹ̀ka:Àwọn ẹ̀ka gẹ́gẹ́bí orílẹ̀-èdè	Categoria:Categorias por país
Àdàkọ:Country data	Predefinição:Dados de país
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 20 Oṣù Kẹjọ	Wikipédia:Efemérides/20 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 1 Oṣù Kẹ̀wá	Wikipédia:Efemérides/1 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 5 Oṣù Kẹ̀wá	Wikipédia:Efemérides/5 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 8 Oṣù Kẹ̀wá	Wikipédia:Efemérides/8 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 15 Oṣù Kejì	Wikipédia:Efemérides/15 de fevereiro
Àdàkọ:GermanPresidents	Predefinição:Presidentes da Alemanha
Àdàkọ:Tnavbar-collapsible	Predefinição:Tnavbar-collapsible
Àdàkọ:Coor URL	Predefinição:Coor URL
Ẹ̀ka:Àwọn Pópù	Categoria:Papas
Àdàkọ:Pp-template	Predefinição:Pp-template
Ẹ̀ka:Àwọn apá ilẹ̀ Kòlómbìà	Categoria:Departamentos da Colômbia
Àdàkọ:Min	Predefinição:Min
Ẹ̀ka:Àwọn aṣàkóso ọ̀rọ̀ òkèrè	Categoria:Ministros das Relações Exteriores
Ẹ̀ka:Àwọn ará Rómù Ayéijọ́un	Categoria:Antigos Romanos
Àdàkọ:Country data Sweden	Predefinição:Country data Suécia
Ẹ̀ka:Àwọn Alákóso Àgbà ilẹ̀ Gùyánà	Categoria:Primeiros-ministros da Guiana
Àdàkọ:Chem	Predefinição:Fórmula química
Àdàkọ:Infobox artist discography	Predefinição:Info/Discografia de artista
Ẹ̀ka:Iṣẹ́àgbẹ̀	Categoria:Agricultura
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 26 Oṣù Kọkànlá	Wikipédia:Efemérides/26 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Kẹfà	Wikipédia:Efemérides/25 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 21 Oṣù Kàrún	Wikipédia:Efemérides/21 de maio
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 15 Oṣù Kẹrin	Wikipédia:Efemérides/15 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 26 Oṣù Kẹjọ	Wikipédia:Efemérides/26 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 20 Oṣù Kẹrin	Wikipédia:Efemérides/20 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Kejìlá	Wikipédia:Efemérides/12 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Kejìlá	Wikipédia:Efemérides/25 de dezembro
Ẹ̀ka:Àwọn ará Kíprù	Categoria:Cipriotas
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 30 Oṣù Kẹrin	Wikipédia:Efemérides/30 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 17 Oṣù Kẹ̀wá	Wikipédia:Efemérides/17 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 27 Oṣù Kẹta	Wikipédia:Efemérides/27 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 19 Oṣù Kẹta	Wikipédia:Efemérides/19 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 2 Oṣù Kẹ̀wá	Wikipédia:Efemérides/2 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 2 Oṣù Keje	Wikipédia:Efemérides/2 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 31 Oṣù Keje	Wikipédia:Efemérides/31 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Kẹjọ	Wikipédia:Efemérides/12 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 16 Oṣù Kẹfà	Wikipédia:Efemérides/16 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 17 Oṣù Keje	Wikipédia:Efemérides/17 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 9 Oṣù Kejìlá	Wikipédia:Efemérides/9 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 5 Oṣù Kẹjọ	Wikipédia:Efemérides/5 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 16 Oṣù Kẹ̀sán	Wikipédia:Efemérides/16 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 4 Oṣù Kẹfà	Wikipédia:Efemérides/4 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 31 Oṣù Kẹ̀wá	Wikipédia:Efemérides/31 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Kejì	Wikipédia:Efemérides/12 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 15 Oṣù Kínní	Wikipédia:Efemérides/15 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 19 Oṣù Kẹ̀sán	Wikipédia:Efemérides/19 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 16 Oṣù Kínní	Wikipédia:Efemérides/16 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 13 Oṣù Keje	Wikipédia:Efemérides/13 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 2 Oṣù Kínní	Wikipédia:Efemérides/2 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 9 Oṣù Keje	Wikipédia:Efemérides/9 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 10 Oṣù Kejì	Wikipédia:Efemérides/10 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 5 Oṣù Kẹta	Wikipédia:Efemérides/5 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 29 Oṣù Kẹfà	Wikipédia:Efemérides/29 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 14 Oṣù Kọkànlá	Wikipédia:Efemérides/14 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 6 Oṣù Kínní	Wikipédia:Efemérides/6 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 18 Oṣù Keje	Wikipédia:Efemérides/18 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 23 Oṣù Keje	Wikipédia:Efemérides/23 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 16 Oṣù Kẹrin	Wikipédia:Efemérides/16 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 2 Oṣù Kejìlá	Wikipédia:Efemérides/2 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 1 Oṣù Keje	Wikipédia:Efemérides/1 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 18 Oṣù Kẹfà	Wikipédia:Efemérides/18 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 30 Oṣù Kẹjọ	Wikipédia:Efemérides/30 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 11 Oṣù Kẹjọ	Wikipédia:Efemérides/11 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 28 Oṣù Kàrún	Wikipédia:Efemérides/28 de maio
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 9 Oṣù Kẹjọ	Wikipédia:Efemérides/9 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 16 Oṣù Kọkànlá	Wikipédia:Efemérides/16 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 23 Oṣù Kẹrin	Wikipédia:Efemérides/23 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 2 Oṣù Kẹrin	Wikipédia:Efemérides/2 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Keje	Wikipédia:Efemérides/12 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 29 Oṣù Kẹjọ	Wikipédia:Efemérides/29 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Kọkànlá	Wikipédia:Efemérides/25 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 21 Oṣù Kẹjọ	Wikipédia:Efemérides/21 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 29 Oṣù Keje	Wikipédia:Efemérides/29 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 29 Oṣù Kínní	Wikipédia:Efemérides/29 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 5 Oṣù Kejìlá	Wikipédia:Efemérides/5 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Kẹta	Wikipédia:Efemérides/25 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 26 Oṣù Kàrún	Wikipédia:Efemérides/26 de maio
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 9 Oṣù Kẹta	Wikipédia:Efemérides/9 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 29 Oṣù Kẹrin	Wikipédia:Efemérides/29 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Kẹta	Wikipédia:Efemérides/12 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 3 Oṣù Kẹfà	Wikipédia:Efemérides/3 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 11 Oṣù Kẹta	Wikipédia:Efemérides/11 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 19 Oṣù Kejìlá	Wikipédia:Efemérides/19 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 18 Oṣù Kàrún	Wikipédia:Efemérides/18 de maio
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 21 Oṣù Kẹ̀wá	Wikipédia:Efemérides/21 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 14 Oṣù Kàrún	Wikipédia:Efemérides/14 de maio
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 24 Oṣù Kejì	Wikipédia:Efemérides/24 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 13 Oṣù Kejì	Wikipédia:Efemérides/13 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 20 Oṣù Kejì	Wikipédia:Efemérides/20 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 15 Oṣù Kẹ̀sán	Wikipédia:Efemérides/15 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 4 Oṣù Kẹta	Wikipédia:Efemérides/4 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 4 Oṣù Kẹ̀wá	Wikipédia:Efemérides/4 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 21 Oṣù Kọkànlá	Wikipédia:Efemérides/21 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 1 Oṣù Kẹ̀sán	Wikipédia:Efemérides/1 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Kẹfà	Wikipédia:Efemérides/12 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 10 Oṣù Kẹfà	Wikipédia:Efemérides/10 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 19 Oṣù Kẹfà	Wikipédia:Efemérides/19 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 3 Oṣù Keje	Wikipédia:Efemérides/3 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 4 Oṣù Keje	Wikipédia:Efemérides/4 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 27 Oṣù Kẹfà	Wikipédia:Efemérides/27 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 13 Oṣù Kẹfà	Wikipédia:Efemérides/13 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 5 Oṣù Keje	Wikipédia:Efemérides/5 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 2 Oṣù Kẹfà	Wikipédia:Efemérides/2 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 13 Oṣù Kínní	Wikipédia:Efemérides/13 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 27 Oṣù Kẹrin	Wikipédia:Efemérides/27 de abril
Àdàkọ:Lang-hr	Predefinição:Lang-hr
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 28 Oṣù Kẹfà	Wikipédia:Efemérides/28 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 7 Oṣù Kẹfà	Wikipédia:Efemérides/7 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 26 Oṣù Kẹfà	Wikipédia:Efemérides/26 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Kẹ̀sán	Wikipédia:Efemérides/25 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 27 Oṣù Kínní	Wikipédia:Efemérides/27 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 6 Oṣù Keje	Wikipédia:Efemérides/6 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 15 Oṣù Keje	Wikipédia:Efemérides/15 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 26 Oṣù Kẹ̀sán	Wikipédia:Efemérides/26 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 20 Oṣù Kẹ̀sán	Wikipédia:Efemérides/20 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 27 Oṣù Kọkànlá	Wikipédia:Efemérides/27 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 16 Oṣù Keje	Wikipédia:Efemérides/16 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 9 Oṣù Kẹrin	Wikipédia:Efemérides/9 de abril
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 14 Oṣù Keje	Wikipédia:Efemérides/14 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Keje	Wikipédia:Efemérides/25 de julho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 12 Oṣù Kínní	Wikipédia:Efemérides/12 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 23 Oṣù Kẹjọ	Wikipédia:Efemérides/23 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 22 Oṣù Kẹfà	Wikipédia:Efemérides/22 de junho
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 16 Oṣù Kẹjọ	Wikipédia:Efemérides/16 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 30 Oṣù Kejìlá	Wikipédia:Efemérides/30 de dezembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 4 Oṣù Kọkànlá	Wikipédia:Efemérides/4 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 30 Oṣù Kẹ̀sán	Wikipédia:Efemérides/30 de setembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 8 Oṣù Kínní	Wikipédia:Efemérides/8 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 13 Oṣù Kàrún	Wikipédia:Efemérides/13 de maio
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 1 Oṣù Kẹta	Wikipédia:Efemérides/1 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 7 Oṣù Kẹ̀wá	Wikipédia:Efemérides/7 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 19 Oṣù Kejì	Wikipédia:Efemérides/19 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 28 Oṣù Kẹta	Wikipédia:Efemérides/28 de março
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 19 Oṣù Kẹ̀wá	Wikipédia:Efemérides/19 de outubro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 6 Oṣù Kejì	Wikipédia:Efemérides/6 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 1 Oṣù Kẹjọ	Wikipédia:Efemérides/1 de agosto
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 1 Oṣù Kàrún	Wikipédia:Efemérides/1 de maio
