Aafrika	África
Komplekssus	Complexidade
Punktmass	Massa pontual
Boom (Belgia)	Boom (Bélgica)
Jellingi kivid	Pedras de Jelling
Storm Thorgerson	Storm Thorgerson
Orpheus (Monteverdi)	L'Orfeo
Borsbeek	Borsbeek
Tsent	Cent (música)
Matthew Garber	Matthew Garber
Lepo Sumera	Lepo Sumera
Marko Kristal	Marko Kristal
Edegem	Edegem
Aseri vald	Aseri
Generaalbass	Baixo contínuo
Aseksuaalsus	Assexualidade
Pórose saar	Poros
Keith Laumer	Keith Laumer
Palantir	Palantír
Matthias von Hedenström	Matvei Gedenschtrom
Imede kursus	Um Curso em Milagres
Hemiksem	Hemiksem
Pariisi leping (1951)	Tratado de Paris (1951)
Rahvusvaheline geofüüsika aasta	Ano Internacional da Geofísica
Joule'i-Thomsoni efekt	Efeito Joule-Thomson
Mr. Lordi	Tomi Petteri Putaansuu
Herenthout	Herenthout
Ultra	Ultra (álbum)
Rahvapäästekomitee	Comitê de Salvação Pública
Kapellen	Kapellen
Hiina astroloogia	Astrologia chinesa
Pildid näituselt	Quadros de uma Exposição
Skansen	Skansen
Speak & Spell	Speak & Spell
Kergejõustiku sisemaailmameistrivõistlused	Campeonato Mundial de Atletismo em Pista Coberta
Nothing Else Matters	Nothing Else Matters
Carl Robert Jakobson	Carl Robert Jackobson
Satelliidifoto	Imagem de satélite
Lint (Belgia)	Lint (Bélgica)
Roheline keemia	Química verde
Shanghai Greenland	Shanghaï Greenland
Charles Mackay	Charles Mackay
Molekulaarorbitaal	Orbital molecular
Imperaator	Imperator
Bulgaaria peaminister	Lista de primeiros-ministros da Bulgária
Eksikaator	Dessecador
Melanism	Melanismo
Kalifornia pringel	Vaquita
Edward T. Hall	Edward T. Hall
Ashiya	Ashiya (Hyogo)
Kalchas	Calcas
Monte Carlo ralli	Rali de Monte Carlo
Bazardüzü	Bazarduzu Dagi
Jean Joseph Marie Amiot	Joseph-Marie Amiot
Råsunda staadion	Estádio Råsunda
Marinaad	Marinada
Pontedeerialised	Pontederiaceae
Sherlock Holmesi tagasitulek	The Return of Sherlock Holmes
Dugi Otok	Dugi otok
Malpighi sooned	Túbulo de Malpighi
LimeWire	LimeWire
Runge-Kutta meetodid	Método de Runge-Kutta
Elimineerimisreaktsioon	Eliminação
Oligomeer	Oligômero
Nick Winter	Nick Winter
Selena Gomez & the Scene	Selena Gomez & the Scene
Venemaa jalgpallikoondis	Seleção Russa de Futebol
Smarty	Smarty
Hosianna	Hosana
Normeeritud ruum	Espaço normado
E-luger	Leitor de livros digitais
Nils Holgerssoni imeline teekond läbi Rootsi	A Maravilhosa Viagem de Nils Holgersson através da Suécia
Vaasa PS	Vaasan Palloseura
FK Gomel	FC Gomel
Kuulsuse jahil	Quase Famosos
Ivan Moskvitin	Ivan Moskvitin
Musttipp-riffhai	Tubarão-de-pontas-negras-do-recife
HSUPA	HSUPA
JK Sillamäe Kalev	JK Sillamäe Kalev
Faktoranalüüs	Análise fatorial
Skageni maalijad	Pintores de Skagen
Tsetaaniarv	Número de cetano
Kompromiss	Concessão
H (muusika)	Si (nota)
Aasia ja Euroopa koostööfoorum	Diálogo Ásia-Europa
Vene Geograafiaselts	Sociedade Geográfica Russa
Tallinna vanalinn	Centro Histórico de Tallinn
Luxair	Luxair
Marginal Tietê	Marginal Tietê
W rahvuspark	Parque Nacional W do Níger
Bahreini kuningas	Rei do Barém
Taigakiur	Petinha-silvestre
Harta	Foro (direito)
Ferrovedelik	Ferrofluido
Atavism	Atavismo
Barkat Gourad Hamadou	Barkat Gourad Hamadou
Stockholmi staadion	Estádio Olímpico de Estocolmo
The Sims 2: University	The Sims 2: University
Unitaarne maatriks	Matriz unitária
Mobb Deep	Mobb Deep
VNV Nation	VNV Nation
Kecskeméti TE	Kecskeméti TE
FK Himki	FC Khimki
Krusty	Krusty
IAAF-i Kuldliiga	Liga de Ouro de Atletismo
Vestfirðir	Vestfirðir
Dieudonné Disi	Dieudonné Disi
S-Video	S-Video
Ordoliberalism	Ordoliberalismo
Koeratubakas	Crepis
HTC Dream	T-Mobile G1
Tundideraamat	Livro de horas
Black Label Society	Black Label Society
Congrès internationaux d'architecture moderne	Congresso Internacional da Arquitetura Moderna
Missouri kompromiss	Compromisso do Missouri
Vilkitski väin	Estreito de Vilkitsky
Paindpuulind	Hypocoliidae
Keemiapilve vandenõuteooria	Chemtrail
Ritsiklased	Tettigoniidae
Duke Nukem 3D	Duke Nukem 3D
The Monster Show	The Monster Show
Manólis Glézos	Manolis Glezos
CAN-võrk	Controller Area Network
Per Olof Sundman	Per Olof Sundman
Jan Theuninck	Jan Theuninck
Kodakirik	Igreja-salão
Aasialik tootmisviis	Modo de produção asiático
Soomussisalikud	Lepidosauria
Ungari riigipeade loend	Lista de chefes de Estado da Hungria
Batista Tagme Na Waie	Batista Tagme Na Waie
Euroopa karikas	European Cup
Harilik hink	Verdemã
Teine tempel	Segundo Templo
Hawaii 5-0	Hawaii Five-0
Panteism	Panteísmo
Hollandi kaitse	Defesa Holandesa
Seltsing	Parceria
Uurali-Altai keeled	Línguas uralo-altaicas
Annobón	Ano-Bom
Põhjatirk	Uria lomvia
Konstantínos Dóvas	Konstantínos Dóvas
Konstantínos Georgakópoulos	Konstantínos Georgakópulos
Samtse ringkond	Samtse
Tsirangi ringkond	Tsirang
Samdrup Jongkhari ringkond	Samdrup Jongkhar
Wangdue Phodrangi ringkond	Wangdue Phodrang
Trongsa ringkond	Trongsa
Lätikeelne Vikipeedia	Wikipédia em letão
Sarpangi ringkond	Sarpang
Chris Brasher	Chris Brasher
Foals	Foals
Torricelli seadus	Teorema de Torricelli
Openbox	OpenBox
Majanduslik liberalism	Liberalismo económico
Hamish Carter	Hamish Carter
Bulee	Bulé
Karr	Lapiás
Täisarv (andmetüüp)	Inteiro (ciência da computação)
Bari ringkond	Bari (Somália)
California (Mylène Farmeri laul)	California (canção de Mylène Farmer)
Ramón Estévez	Ramon Estevez
Alfred Neuland	Alfred Neuland
Cantori diagonaaltõestus	Argumento da diagonalização de Cantor
Transpadaani vabariik	República Transpadana
Kandeleht	Bráctea
Soft Machine	Soft Machine
Eklogiit	Eclogito
Aleksandr Karpinski	Alexander Karpinsky
Itaalia Eurovisiooni lauluvõistlusel	Itália no Festival Eurovisão da Canção
Noosfäär	Noosfera
Suurtähelukk	Caps lock
FidoNet	FidoNet
2012. aasta jalgpalli Euroopa meistrivõistluste meeskonnad	Convocações para o Campeonato Europeu de Futebol de 2012
Mediolanum	Mediolano
Armastuse lugu (film 1970)	Love Story (1970)
Ešogett	Guarita
Sombrero	Sombrero (ilha)
FC TVMK	FC TVMK Tallinn
The Human League	The Human League
Kielce Korona	Korona Kielce
X (manga)	X (mangá)
Gaboni riigipeade loend	Lista de presidentes do Gabão
Luksemburg Eurovisiooni lauluvõistlusel	Luxemburgo no Festival Eurovisão da Canção
2012. aasta Soome presidendivalimised	Eleições presidenciais na Finlândia em 2012
Fomalhaut b	Fomalhaut b
Asinara	Asinara
Laeken	Laeken
Organisatsioonikultuur	Cultura organizacional
Diary of a Madman	Diary of a Madman
Laarne	Laarne
Sindi	Sindi (Estônia)
Wichelen	Wichelen
Sidney Fox	Sidney Fox
Hüdronefroos	Hidronefrose
BMW E21	BMW E21
Cándido Bareiro	Cándido Bareiro
Camille	Camille
X.500	X.500
Pheres	Feres
Aske	Aske
Eoarhaikum	Eoarqueano
Kuurne	Kuurne
Stanisław Papczyński	Estanislau Paczynski
Voore (Keskmaa)	Bree (Tolkien)
Viggo Larsen	Viggo Larsen
Hüpokaust	Hipocausto
Burn	Burn (álbum de Deep Purple)
Dire Straits (album)	Dire Straits (álbum)
Dan Ariely	Dan Ariely
Helilaad	Modo musical
HSPA	HSPA
Trójmiasto	Trójmiasto
Hr. Nobody	Mr. Nobody
Surnud 2002	Mortes em 2002
Kreon	Creonte
Durango	Durango (Espanha)
Paitji keel	Língua paicî
Johori väin	Estreitos de Johor
Surnud 2008	Mortes em 2008
Seišellipalm	Coco-do-mar
Ester	Ester
Camp Rock (filmimuusika album)	Camp Rock (trilha sonora)
Lagos (Portugal)	Lagos (Portugal)
Ecuadori riigipeade loend	Lista de presidentes do Equador
Täiend	Atributo
Kwango	Rio Cuango
Baghlān	Baghlan
Drive	Drive (filme)
Failihaldur	Gerenciador de arquivos
Jääkeegel 2006. aasta taliolümpiamängudel	Curling nos Jogos Olímpicos de Inverno de 2006
Cobh	Cobh
Tõusulaine	Macaréu
Thabana Ntlenyana	Thabana Ntlenyana
Common Language Runtime	Common Language Runtime
Võrkpall 1968. aasta suveolümpiamängudel	Voleibol nos Jogos Olímpicos de Verão de 1968
Kergejõustik 1976. aasta suveolümpiamängudel	Atletismo nos Jogos Olímpicos de Verão de 1976
Asmodeus	Asmodeus
Kergejõustik 1908. aasta suveolümpiamängudel	Atletismo nos Jogos Olímpicos de Verão de 1908
Valiha	Valiha
Tennis 2004. aasta suveolümpiamängudel	Tênis nos Jogos Olímpicos de Verão de 2004
Kergejõustik 1932. aasta suveolümpiamängudel	Atletismo nos Jogos Olímpicos de Verão de 1932
Tennis 1896. aasta suveolümpiamängudel	Tênis nos Jogos Olímpicos de Verão de 1896
Krāslava rajoon	Kraslava (distrito)
GoPro	GoPro
Leningradi koodeks	Códice de Leningrado
Viimane kummardus	His Last Bow
Aso	Aso
Dover (Idaho)	Dover (Idaho)
Aso vulkaan	Monte Aso
Munk	Monge
Jahtunud jälg	Cold Case
Haimon	Hêmon
Salomón Lerner Ghitis	Salomón Lerner Ghitis
DTS	DTS
Maximilian	Maximiliano
Hatha-jooga	Hata-ioga
Madina Lake	Madina Lake
Xichangi kosmosekeskus	Centro Espacial de Xichang
Zestaphoni	Zestaponi
Tunninurk	Ângulo horário
Some Great Reward	Some Great Reward
Black Celebration	Black Celebration
Germán Busch	Germán Busch Becerra
Oscar Valdés	Oscar Valdés
Tegan and Sara	Tegan and Sara
Uus-Lõuna-Walesi Ülikool	Universidade de Nova Gales do Sul
Azamara Journey	Azamara Journey
Loodusaed	Jardim selvagem
Dagestani Vabariigi lipp	Bandeira do Daguestão
Ikaalineni linn	Ikaalinen
Kėdainiai	Kėdainiai
Dagana ringkond	Dagana
Tähevärav: Kontiinum	Stargate: Continuum
Seemnejuha	Ducto deferente
Ylivieska linn	Ylivieska
Realism (filosoofia)	Realismo filosófico
Inachos	Ínaco
Salento	Salento
Production I.G	Production I.G
Wingene	Wingene
Vleteren	Vleteren
Lochristi	Lochristi
Ledegem	Ledegem
Stekene	Stekene
Langemark-Poelkapelle	Langemark-Poelkapelle
Kleopatra	Cleópatra (desambiguação)
Uus-urbanism	Novo urbanismo
Falster	Falster
Taksimi väljak	Praça Taksim
Turniir (võitlusmäng)	Torneio medieval
Limoncello	Limoncello
Bolieria	Jiboia-da-ilha-round
Vene-Rootsi sõda (1808–1809)	Guerra Finlandesa
Jaapani budism	Budismo no Japão
Tüll (perekond)	Charadrius
Jyväskylä jalgpalliklubi	JJK Jyväskylä
Jorge Basadre	Jorge Basadre
Rahvusvaheline Ühekereliste Avatud Klasside Liit	International Monohull Open Classes Association
Utah' lipp	Bandeira do Utah
Soomaa rahvuspark	Parque Nacional de Soomaa
Saint Clairi järv	Lago Saint Clair
Lühipäevataimed	Planta de dia longo
Kolm ratsameest	The Three Caballeros
Wimbledon	Wimbledon (Londres)
Sõrmendtähestik	Dactilologia
Kalibreerimine (metroloogia)	Calibração
Atlantica Online	Atlantica Online
Pepetela	Pepetela
Detriit	Detrito geológico
Intiimsuhted	Intimidade
Vasaktsenter	Centro-esquerda
Olympia (Manet)	Olympia (Manet)
Berea ringkond	Berea (Lesoto)
2007. aasta krossijooksu maailmameistrivõistlused	Campeonato Mundial de Corta-Mato de 2007
Herefordi veis	Hereford (gado)
Norra filmikunst	Cinema da Noruega
Narese väin	Estreito de Nares
Tenrikyō	Tenrikyo
Ben-Guriyyoni ülikool	Universidade Ben-Gurion do Negev
Crusade	Crusade
Tõstmine 1952. aasta suveolümpiamängudel	Halterofilismo nos Jogos Olímpicos de Verão de 1952
Lääneprovints (Rwanda)	Oeste (província de Ruanda)
Carpanzano vald	Carpanzano
Teaduste kandidaat	Candidato de Ciências
Kalamariá	Calamária
Juhan Liiv	Juhan Liiv
Windows 3.x	Windows 3.x
Louis XIII	Luís XIII de França
Sint-Martens-Latem	Sint-Martens-Latem
Vieques	Vieques
Ignoratio elenchi	Ignoratio elenchi
Nearktis	Região neoártica
Maadlus 1908. aasta suveolümpiamängudel	Lutas nos Jogos Olímpicos de Verão de 1908
Tiigilendlane	Myotis dasycneme
Tara (täpsustus)	Tara
Loa jõgi	Rio Loa
Rannikugorilla	Gorilla gorilla
Banachi-Tarski paradoks	Paradoxo de Banach–Tarski
Karisimbi	Monte Karisimbi
Mägigorilla	Gorila-das-montanhas
Dudukk	Duduk
Mastaabitav ühendusliides	Scalable Link Interface
Oslo Lyn	FC Lyn Oslo
Teal'c	Teal'c
Melikertes	Melicertes
Maastikuökoloogia	Ecologia da paisagem
Helsingi toomkirik	Catedral de Helsínquia
Jacksoni maakond (Ohio)	Condado de Jackson (Ohio)
FC Volendam	FC Volendam
Paleoarhaikum	Paleoarqueano
Hallrebane	Urocyon
Singapuri Riiklik Ülikool	Universidade Nacional de Singapura
Miami Ülikool	Universidade de Miami
Nynäshamn	Nynäshamn
Lõunaprovints (Sambia)	Província do Sul (Zâmbia)
Ruperti maa	Terra de Rupert
B-15	Iceberg B-15
Põhjapringlik	Boto-de-dall
Signaali-müra suhe	Relação sinal-ruído
Kiriwina saared	Ilhas Trobriand
Bernardino Caballero	Bernardino Caballero
Vanakreeka keraamika	Cerâmica da Grécia Antiga
Mainland (Shetland)	Mainland (Shetland)
Pooltoon	Semitom
Michael Gazzaniga	Michael Gazzaniga
Baskimaa jalgpallikoondis	Seleção Basca de Futebol
Iphikles	Íficles
On Through the Night	On Through the Night
Ferizaji	Ferizaj
Sikorsky S-92	Sikorsky S-92
Apodemus	Apodemus
Teismeliste pop	Teen pop
Sääliklased	Parulidae
Juunioride kergejõustiku maailmameistrivõistlused	Campeonato Mundial Júnior de Atletismo
Barotroopsus	Barotropia
Solvatatsioon	Solvatação
Jeghiše Tšharentsh	Yeghishe Charents
Tsuuga	Tsuga
D'Arcy Thompson	D'Arcy Wentworth Thompson
Vaŭkavysk	Vawkavysk
Shanghai staadion	Estádio de Shanghai
Eellöök	Ornamento (música)
Pennsylvania Osariigi Ülikool	Universidade Estadual da Pensilvânia
Hugli	Rio Hooghly
Schneider CA 1	Schneider CA1
Kýthnos	Cítnos
Nõukogude lugu	The Soviet Story
Baccarat	Bacará
Hearts of Iron	Hearts of Iron
Superunknown	Superunknown
Keskpiirkond (Kamerun)	Centro (Camarões)
Nairobi rahvuspark	Parque Nacional de Nairóbi
Euroopa Parlamendi president	Presidente do Parlamento Europeu
Sabaton	Sabaton
India astroloogia	Jyotisha
UNICEF	Fundo das Nações Unidas para a Infância
Legaat	Legado papal
Sudaani riigipeade loend	Lista de presidentes do Sudão
Ekstensionaalsuse aksioom	Axioma da extensão
Kukri	Kukri
Busiris	Busíris
Metropolis Pt. 2: Scenes from a Memory	Metropolis Pt. 2: Scenes from a Memory
Ketil Bjørnstad	Ketil Bjørnstad
Viirus (täpsustus)	Vírus (desambiguação)
Üldkohus	Tribunal Geral da União Europeia
Angra tuumaelektrijaam	Central Nuclear Almirante Álvaro Alberto
Tehisavaradar	Radar de abertura sintética
Békés	Békés
Žezkazgan	Dzhezkazgan
Santa Maria (Rio Grande do Sul)	Santa Maria (Rio Grande do Sul)
S7 Airlines	S7 Airlines
Wādī Ḩalfā	Wadi Halfa
Lendav vaip	Tapete mágico
Gardeenia	Gardenia
Näks	Nibble
Paanikatuba	Panic Room
Les Mistons	Les mistons
Ensüümiklasside nomenklatuur	Número EC
Iran Aseman Airlinesi lend 6895	Voo Iran Aseman Airlines 6895
Nykteus	Nicteu
Paul McCartney surma varjamine	Lenda da morte de Paul McCartney
C++ Standard Template Library	Standard Template Library
Võrdlev õigusteadus	Direito comparado
John Jacob Abel	John Jacob Abel
Jäähoki 1992. aasta taliolümpiamängudel	Hóquei no gelo nos Jogos Olímpicos de Inverno de 1992
Bad Meets Evil	Bad Meets Evil
Aerutamine 1952. aasta suveolümpiamängudel	Canoagem nos Jogos Olímpicos de Verão de 1952
Kaless	Caleche
Bao Xishun	Bao Xishun
Daphnis	Dáfnis
Paanikahäire	Transtorno do pânico
Chipiona	Chipiona
JFK (film)	JFK (filme)
Homoloogiline rida	Série homóloga
Ühtlane pidevus	Continuidade uniforme
Katalaani kirjandus	Literatura catalã
SanSan	SanSan
Giuseppe Garibaldi (C 551)	Giuseppe Garibaldi (551)
John Fearn	John Fearn
Serpent	Serpentão
Uuskriitika	Neocrítica
Frotörism	Frotteurismo
Närbumisniiskus	Ponto de murcha permanente
Eesti olümpiamängudel	Estônia nos Jogos Olímpicos
Transameerika	Transamérica
Heaven & Hell	Heaven and Hell (banda)
Düskalkuulia	Discalculia
Tanegashima kosmosekeskus	Centro Espacial de Tanegashima
Paea Wolfgramm	Paea Wolfgramm
Vene formalism	Formalismo russo
Colin McGinn	Colin McGinn
Staden	Staden
Oostkamp	Oostkamp
Dentergem	Dentergem
Bredene	Bredene
Keskkonnatehnika	Tecnologia ambiental
My Love Is Your Love	My Love Is Your Love
Jonava	Jonava
Naatriumlamp	Lâmpada de vapor de sódio
Napata	Napata
Rodrigo Borja Cevallos	Rodrigo Borja Cevallos
São Jorge	Ilha de São Jorge
Ühel ilusal päeval	One Fine Day
Chelsea	Chelsea
Foneetiline transkriptsioon	Transcrição fonética
Alborán	Ilha de Alborão
Fender Rhodes	Piano Rhodes
Gauja rahvuspark	Parque Nacional de Gauja
Vaikiv teadmine	Conhecimento tácito
Habbo	Habbo Hotel
Kreeka köök	Culinária da Grécia
Biograafiad (X)	Biografias: X
Wham!	Wham!
Association of Tennis Professionals	Associação de Tenistas Profissionais
Linnamägi	Castro
Casey Grillo	Casey Grillo
Charles de Batz-Castelmore, Artagnani krahv	D'Artagnan
Teräsbetoni	Teräsbetoni
Liivakuklane	Formica pratensis
Lordoos	Lordose
A (muusika)	Lá
Oimusagar	Lobo temporal
Celsuse raamatukogu	Biblioteca de Celso
Libertiin	Libertino
Tintini seiklused	As Aventuras de Tintim
Hradčany	Hradčany (Praga)
Migmatiit	Migmatito
Päikese aktiivsus	Variação solar
Transmissioonelektronmikroskoop	Microscópio eletrônico de transmissão
Eesti Apostlik-Õigeusu Kirik	Igreja Ortodoxa Apostólica Estoniana
Abadiño	Abadiano
Aberratsioon (geneetika)	Anomalia cromossômica
Võrgumälu	Network-Attached Storage
Lomboki väin	Estreito de Lombok
14 sõna	14/88
NGC 7006	NGC 7006
Läbisõidumõõdik	Odómetro
Daugavpilsi rajoon	Daugavpils (distrito)
Dekooder	Decodificador
Õnnehein	Erigeron
Vidzeme	Vidzeme
Kulutus	Denudação
Harakputk	Anthriscus
Majandusklaster	Cluster industrial
Unfabulous	Unfabulous
The 2nd Law	The 2nd Law
Hüdria	Hídria
Islami kuldajastu	Idade de ouro islâmica
Yagi antenn	Antena Yagi
Surnultsünd	Natimorto
Vaakumpump	Bomba de vácuo
Ühistupank	Cooperativa de crédito
Sõrmlaud	Escala (instrumento)
Eriviburvetikad	Xanthophyceae
Nukleofiil	Nucleófilo
Tsiboorium	Cibório
Obi laht	Golfo de Ob
Alexandru G. Golescu	Alexandru G. Golescu
Õhukese kihi kromatograafia	Cromatografia em camada delgada
Hadaal	Zona hadal
Nihkeregister	Registrador de deslocamento
Mazda 2	Mazda Demio
Kreeta sõnn	Touro de Creta
Asta Kask	Asta Kask
LabVIEW	LabVIEW
Duplikatsioon	Duplicação de genes
Olduvai kultuur	Olduvaiense
Kelgutamine 2006. aasta taliolümpiamängudel	Luge nos Jogos Olímpicos de Inverno de 2006
Seliger	Lago Seliger
Lühirajauisutamine 2006. aasta taliolümpiamängudel	Patinação de velocidade em pista curta nos Jogos Olímpicos de Inverno de 2006
Ladyboy	Kathoey
Skeleton 2006. aasta taliolümpiamängudel	Skeleton nos Jogos Olímpicos de Inverno de 2006
SDRAM	SDRAM
Moldoveanu	Monte Moldoveanu
Buhhaara (riik)	Emirado de Bukhara
Harajuku	Harajuku
Historia	Histórias (Heródoto)
Diadeem	Diadema (joia)
Meistriliiga 2010	Meistriliiga 2010
Bimetall	Placa bimetal
Kägu (perekond)	Cuculus
Valge Tārā	Tara (budismo)
Imažism	Imagismo
Ol Doinyo Lengai	Ol Doinyo Lengai
Rootsi rahvuspargid	Parques nacionais da Suécia
Thranduil	Thranduil
FF Jaro	FF Jaro
Babelthuap	Babeldaob
Sounds of the Universe	Sounds of the Universe
Brahman	Brâman
Kollatähn	Mácula lútea
Kookon	Casulo
Mammon	Mamon
Elektromagnetiline ühilduvus	Compatibilidade eletromagnética
Nokia 2110	Nokia 2110
Kellu	Espátula
Kemotroof	Quimiotrófico
Los Gatos	Los Gatos (Califórnia)
Avisi dünastia	Dinastia de Avis
Majandusmatemaatika	Economia matemática
Megrelid	Mingrelianos
Kékes	Kékes
Nasva jõgi	Rio Nasva
Deferent	Deferente
Pisarmänd	Pinus wallichiana
Bekarr	Bequadro
Vingerjas	Misgurnus fossilis
Rôtânăh Kĭri provints	Ratanakiri
Hibernate	Hibernate
Demokraadid 66	Democratas 66
Tagliamento	Rio Tagliamento
Kigoma piirkond	Kigoma (região)
Caerphilly (tervikomavalitsus)	Caerphilly (County Borough)
Neath Port Talbot	Neath Port Talbot
Kirkkonummi vald	Kirkkonummi
Honda NSX	Honda NSX
Ringkonna õigustega linn	Prefeitura com nível de cidade
Kopenhaageni kriteeriumid	Critérios de Copenhaga
Rusizi	Rio Ruzizi
Virelindlased	Vireonidae
Sarandë ringkond	Sarandë (distrito)
Return to Castle Wolfenstein	Return to Castle Wolfenstein
Bătdâmbâng	Battambang
Metsahoolekogu	Conselho de Manejo Florestal
Hentij	Montanhas Khentii
Methemoglobineemia	Meta-hemoglobinemia
Sooküülik	Sylvilagus
Lääneprovints (Sambia)	Província Ocidental (Zâmbia)
Loviisa linn	Loviisa
Iisalmi linn	Iisalmi
Hard Rock Hallelujah	Hard Rock Hallelujah
Ujumine 1896. aasta suveolümpiamängudel	Natação nos Jogos Olímpicos de Verão de 1896
Kergejõustik 1920. aasta suveolümpiamängudel	Atletismo nos Jogos Olímpicos de Verão de 1920
Veepall 2004. aasta suveolümpiamängudel	Polo aquático nos Jogos Olímpicos de Verão de 2004
Võrkpall 1976. aasta suveolümpiamängudel	Voleibol nos Jogos Olímpicos de Verão de 1976
Jalgpall 1924. aasta suveolümpiamängudel	Futebol nos Jogos Olímpicos de Verão de 1924
Levandi meri	Mar Levantino
LGA 2011	Soquete R
Tõstmine 2004. aasta suveolümpiamängudel	Halterofilismo nos Jogos Olímpicos de Verão de 2004
Jalg sekundis	Pés por segundo
Euroopa Liidu institutsioonid	Instituições da União Europeia
Vehklemine 1896. aasta suveolümpiamängudel	Esgrima nos Jogos Olímpicos de Verão de 1896
Poks 2004. aasta suveolümpiamängudel	Boxe nos Jogos Olímpicos de Verão de 2004
Veepall 1968. aasta suveolümpiamängudel	Polo aquático nos Jogos Olímpicos de Verão de 1968
Asteroidide kaevandamine	Mineração de asteroides
