Yn Affrick	África
Ronney:Ruggyryn 'sy vlein 1791	Categoria:Nascidos em 1791
Ronney:Ruggyryn 'sy vlein 1795	Categoria:Nascidos em 1795
Ronney:Ruggyryn 'sy vlein 1799	Categoria:Nascidos em 1799
Ronney:Ruggyryn 'sy vlein 1800	Categoria:Nascidos em 1800
Ronney:Ruggyryn 'sy vlein 1804	Categoria:Nascidos em 1804
Ronney:Ruggyryn 'sy vlein 1807	Categoria:Nascidos em 1807
Ronney:Ruggyryn 'sy vlein 1808	Categoria:Nascidos em 1808
Ronney:Ruggyryn 'sy vlein 1809	Categoria:Nascidos em 1809
Ronney:Ruggyryn 'sy vlein 1810	Categoria:Nascidos em 1810
Ronney:Ruggyryn 'sy vlein 1813	Categoria:Nascidos em 1813
Ronney:Ruggyryn 'sy vlein 1815	Categoria:Nascidos em 1815
Ronney:Ruggyryn 'sy vlein 1818	Categoria:Nascidos em 1818
Ronney:Ruggyryn 'sy vlein 1819	Categoria:Nascidos em 1819
Ronney:Ruggyryn 'sy vlein 1820	Categoria:Nascidos em 1820
Ronney:Ruggyryn 'sy vlein 1822	Categoria:Nascidos em 1822
Ronney:Ruggyryn 'sy vlein 1824	Categoria:Nascidos em 1824
Ronney:Ruggyryn 'sy vlein 1831	Categoria:Nascidos em 1831
Ronney:Ruggyryn 'sy vlein 1832	Categoria:Nascidos em 1832
Ronney:Ruggyryn 'sy vlein 1833	Categoria:Nascidos em 1833
Ronney:Ruggyryn 'sy vlein 1840	Categoria:Nascidos em 1840
Ronney:Ruggyryn 'sy vlein 1841	Categoria:Nascidos em 1841
Ronney:Ruggyryn 'sy vlein 1843	Categoria:Nascidos em 1843
Ronney:Ruggyryn 'sy vlein 1848	Categoria:Nascidos em 1848
Ronney:Ruggyryn 'sy vlein 1852	Categoria:Nascidos em 1852
Ronney:Ruggyryn 'sy vlein 1853	Categoria:Nascidos em 1853
Ronney:Ruggyryn 'sy vlein 1855	Categoria:Nascidos em 1855
Ronney:Ruggyryn 'sy vlein 1857	Categoria:Nascidos em 1857
Ronney:Ruggyryn 'sy vlein 1858	Categoria:Nascidos em 1858
Ronney:Ruggyryn 'sy vlein 1859	Categoria:Nascidos em 1859
Ronney:Ruggyryn 'sy vlein 1860	Categoria:Nascidos em 1860
Ronney:Ruggyryn 'sy vlein 1865	Categoria:Nascidos em 1865
Ronney:Ruggyryn 'sy vlein 1870	Categoria:Nascidos em 1870
Ronney:Ruggyryn 'sy vlein 1872	Categoria:Nascidos em 1872
Ronney:Ruggyryn 'sy vlein 1873	Categoria:Nascidos em 1873
Ronney:Ruggyryn 'sy vlein 1874	Categoria:Nascidos em 1874
Ronney:Ruggyryn 'sy vlein 1877	Categoria:Nascidos em 1877
Ronney:Ruggyryn 'sy vlein 1882	Categoria:Nascidos em 1882
Ronney:Ruggyryn 'sy vlein 1883	Categoria:Nascidos em 1883
Ronney:Ruggyryn 'sy vlein 1884	Categoria:Nascidos em 1884
Ronney:Ruggyryn 'sy vlein 1885	Categoria:Nascidos em 1885
Ronney:Ruggyryn 'sy vlein 1887	Categoria:Nascidos em 1887
Ronney:Ruggyryn 'sy vlein 1889	Categoria:Nascidos em 1889
Ronney:Ruggyryn 'sy vlein 1890	Categoria:Nascidos em 1890
Ronney:Ruggyryn 'sy vlein 1891	Categoria:Nascidos em 1891
Ronney:Ruggyryn 'sy vlein 1892	Categoria:Nascidos em 1892
Ronney:Ruggyryn 'sy vlein 1894	Categoria:Nascidos em 1894
Ronney:Ruggyryn 'sy vlein 1896	Categoria:Nascidos em 1896
Ronney:Ruggyryn 'sy vlein 1905	Categoria:Nascidos em 1905
Ronney:Ruggyryn 'sy vlein 1907	Categoria:Nascidos em 1907
Ronney:Ruggyryn 'sy vlein 1908	Categoria:Nascidos em 1908
Ronney:Ruggyryn 'sy vlein 1912	Categoria:Nascidos em 1912
Ronney:Ruggyryn 'sy vlein 1913	Categoria:Nascidos em 1913
Ronney:Ruggyryn 'sy vlein 1917	Categoria:Nascidos em 1917
Ronney:Ruggyryn 'sy vlein 1918	Categoria:Nascidos em 1918
Ronney:650	Categoria:650
Ronney:Ruggyryn 'sy vlein 1919	Categoria:Nascidos em 1919
Ronney:Ruggyryn 'sy vlein 1922	Categoria:Nascidos em 1922
Ronney:Ruggyryn 'sy vlein 1923	Categoria:Nascidos em 1923
Ronney:Ruggyryn 'sy vlein 1928	Categoria:Nascidos em 1928
Ronney:Ruggyryn 'sy vlein 1942	Categoria:Nascidos em 1942
Ronney:Ruggyryn 'sy vlein 1943	Categoria:Nascidos em 1943
Ronney:Ruggyryn 'sy vlein 1945	Categoria:Nascidos em 1945
Ronney:Ruggyryn 'sy vlein 1947	Categoria:Nascidos em 1947
Ronney:Ruggyryn 'sy vlein 1949	Categoria:Nascidos em 1949
Ronney:Ruggyryn 'sy vlein 1952	Categoria:Nascidos em 1952
Ronney:Ruggyryn 'sy vlein 1953	Categoria:Nascidos em 1953
Ronney:Ruggyryn 'sy vlein 1958	Categoria:Nascidos em 1958
Ronney:Ruggyryn 'sy vlein 1959	Categoria:Nascidos em 1959
Ronney:Ruggyryn 'sy vlein 1961	Categoria:Nascidos em 1961
Ronney:Ruggyryn 'sy vlein 1962	Categoria:Nascidos em 1962
Ronney:Ruggyryn 'sy vlein 1969	Categoria:Nascidos em 1969
Ronney:Ruggyryn 'sy vlein 1971	Categoria:Nascidos em 1971
Ronney:Ruggyryn 'sy vlein 1972	Categoria:Nascidos em 1972
Ronney:Ruggyryn 'sy vlein 1973	Categoria:Nascidos em 1973
Ronney:Ruggyryn 'sy vlein 1975	Categoria:Nascidos em 1975
Ronney:Ruggyryn 'sy vlein 1978	Categoria:Nascidos em 1978
Ronney:Ruggyryn 'sy vlein 1979	Categoria:Nascidos em 1979
Ronney:658	Categoria:658
Ronney:Ruggyryn 'sy vlein 1980	Categoria:Nascidos em 1980
Ronney:Ruggyryn 'sy vlein 1981	Categoria:Nascidos em 1981
Ronney:Ruggyryn 'sy vlein 1982	Categoria:Nascidos em 1982
Ronney:Ruggyryn 'sy vlein 1985	Categoria:Nascidos em 1985
Ronney:Ruggyryn 'sy vlein 1986	Categoria:Nascidos em 1986
Ronney:Ruggyryn 'sy vlein 1987	Categoria:Nascidos em 1987
Ronney:Ruggyryn 'sy vlein 1988	Categoria:Nascidos em 1988
Ronney:Ruggyryn 'sy vlein 1989	Categoria:Nascidos em 1989
Ronney:Ruggyryn 'sy vlein 1991	Categoria:Nascidos em 1991
Ronney:Ruggyryn 'sy vlein 1999	Categoria:Nascidos em 1999
Ronney:1797	Categoria:1797
Ronney:1584	Categoria:1584
Ronney:1321	Categoria:1321
Ronney:Caayryn ayns California	Categoria:Cidades da Califórnia
Ronney:Bodjallyn	Categoria:Nuvens
Ronney:Lantanoidyn	Categoria:Terras raras
Clowan:Nowrap end	Predefinição:Nowrap end
Clowan:Daah eash	Predefinição:Período cor
Ronney:1030yn	Categoria:Década de 1030
Ronney:1020yn	Categoria:Década de 1020
Ronney:1520yn	Categoria:Década de 1520
Ronney:1090yn	Categoria:Década de 1090
Ronney:1560yn	Categoria:Década de 1560
Ronney:Politickaght Nerin	Categoria:Política da Irlanda
Ronney:1820yn	Categoria:Década de 1820
Ronney:1670yn	Categoria:Década de 1670
Ronney:1770yn	Categoria:Década de 1770
Ronney:1760yn	Categoria:Década de 1760
Ronney:1710yn	Categoria:Década de 1710
Ronney:1650yn	Categoria:Década de 1650
Ronney:1630yn	Categoria:Década de 1630
Ronney:1810yn	Categoria:Década de 1810
Ronney:1530yn	Categoria:Década de 1530
Ronney:1490yn	Categoria:Década de 1490
Ronney:1850yn	Categoria:Década de 1850
Ronney:11d eash	Categoria:Século XI
Ronney:17oo eash	Categoria:Século XVII
Ronney:1880yn	Categoria:Década de 1880
Ronney:1720yn	Categoria:Década de 1720
Ronney:1750yn	Categoria:Década de 1750
Ronney:1870yn	Categoria:Década de 1870
Ronney:1780yn	Categoria:Década de 1780
Ronney:1860yn	Categoria:Década de 1860
Ronney:1790yn	Categoria:Década de 1790
Ronney:1730yn	Categoria:Década de 1730
Ronney:Ny Celtiee	Categoria:Celtas
Clowan:Ymmydeyr ca	Predefinição:User ca
Ronney:1250yn	Categoria:Década de 1250
Ronney:1800yn	Categoria:Década de 1800
Ronney:1450yn	Categoria:Década de 1450
Ronney:1470yn	Categoria:Década de 1470
Ronney:999	Categoria:999
Ronney:1580yn	Categoria:Década de 1580
Ronney:1180yn	Categoria:Década de 1180
Ronney:1700yn	Categoria:Década de 1700
Ronney:1500yn	Categoria:Década de 1500
Ronney:10oo eash	Categoria:Século X
Ronney:7oo eash	Categoria:Século VII
Ronney:Baaseyn 'sy vlein 1005	Categoria:Mortos em 1005
Ronney:1260yn	Categoria:Década de 1260
Ronney:960yn	Categoria:Década de 960
Ronney:Fo-eaddagh	Categoria:Roupas íntimas
Ronney:Noaskeealee Ghoaldagh	Categoria:Romancistas do Reino Unido
Clowan:ToshiaghtImraa	Predefinição:Refbegin
Ronney:1100yn	Categoria:Década de 1100
Ronney:Baaseyn 'sy vlein 1093	Categoria:Mortos em 1093
Ronney:1101	Categoria:1101
Ronney:Magheryn rere keird scoillaragh	Categoria:Subcampos por disciplina acadêmica
Ronney:Thieyn as strughtooryn rere boayl	Categoria:Construções por local
Ronney:Aghtys deiney	Categoria:Comportamento humano
Ronney:Deiney	Categoria:Humanos
Ronney:Far-gheiney	Categoria:Primatas
Ronney:Clowanyn reamys Ronney	Categoria:!Predefinições para categorias
Ronney:Yn Vooir Chaspagh	Categoria:Mar Cáspio
Ronney:Jalloo-oaylleeaght lossreeyn	Categoria:Morfologia vegetal
Ronney:Liger-Atlantel	Categoria:Loire-Atlantique
Clowan:Luanistyn	Predefinição:Calendário de agosto
Ronney:1300	Categoria:1300
Ronney:1302	Categoria:1302
Ronney:1304	Categoria:1304
Ronney:Sleih rere boayl	Categoria:Pessoas por lugar
Ronney:1312	Categoria:1312
Ronney:Çhengaghyn Iddaalagh	Categoria:Línguas itálicas
Ronney:Ardjyn ny Frank	Categoria:Regiões da França
Ronney:Auvergne	Categoria:Auvergne
Ronney:1380	Categoria:1380
Ronney:Yn Vurgoon	Categoria:Borgonha
Ronney:2014	Categoria:2014
Ronney:1400	Categoria:1400
Ronney:Île-de-France	Categoria:Île-de-France
Ronney:Yn Chorsickey	Categoria:Córsega
Ronney:Nord-Pas-de-Calais	Categoria:Nord-Pas-de-Calais
Ronney:Thieyn as strughtooryn rere balley	Categoria:Construções por cidade
Clowan:Str find	Predefinição:Str find
Ronney:Spoyrteyryn rere ashoonaght	Categoria:Desportistas por país
Ronney:Politickaght ny Steatyn Unnaneysit	Categoria:Política dos Estados Unidos
Clowan:Ymmydeyr sv-3	Predefinição:User sv-3
Ronney:1484	Categoria:1484
Ronney:1485	Categoria:1485
Ronney:1487	Categoria:1487
Ronney:1488	Categoria:1488
Ronney:1489	Categoria:1489
Ronney:Scannaneyn veih'n vlein 1993	Categoria:Filmes de 1993
Clowan:Fr jalloo	Predefinição:Fr icon
Ronney:Arraghey rere çheer	Categoria:Transportes por país
Ronney:Baaseyn 'sy vlein 1528	Categoria:Mortos em 1528
Ronney:1533	Categoria:1533
Ronney:1540	Categoria:1540
Ronney:Bea-chemmig	Categoria:Bioquímica
Ronney:Possanyn kiaullee rere ashoonaght	Categoria:Bandas por país
Ronney:Commyoonyn ayns Liger-Atlantel	Categoria:Comunas do departamento de Loire-Atlantique
Ronney:Fliughane-oaylleeaght	Categoria:Micologia
Ronney:Yn Çheer Vascagh	Categoria:País Basco
Ronney:1652	Categoria:1652
Ronney:Baaseyn 'sy vlein 1666	Categoria:Mortos em 1666
Ronney:1678	Categoria:1678
Ronney:1711	Categoria:1711
Ronney:Baaseyn 'sy vlein 1741	Categoria:Mortos em 1741
Ronney:Baaseyn 'sy vlein 1744	Categoria:Mortos em 1744
Ronney:1751	Categoria:1751
Ronney:Baaseyn 'sy vlein 1759	Categoria:Mortos em 1759
Ronney:1765	Categoria:1765
Ronney:1767	Categoria:1767
Ronney:1775	Categoria:1775
Ronney:Baaseyn 'sy vlein 1782	Categoria:Mortos em 1782
Ronney:Preeu-valjyn 'syn Austrail	Categoria:Capitais da Austrália
Ronney:Ardjyn rere çheer	Categoria:Regiões por país
Ronney:Aarheynnyn ny h-Iddaal	Categoria:Subdivisões da Itália
Ronney:Çheer-oaylleeaght ny h-Iddaal	Categoria:Geografia da Itália
Ronney:Baaseyn 'sy vlein 1790	Categoria:Mortos em 1790
Ronney:Lettyraght rere ashoonaght	Categoria:Literatura por país
Ronney:Yn Tardeen	Categoria:Sardenha
Ronney:Aarheynnyn conastagh ny Roosh	Categoria:Divisões federais da Rússia
Ronney:Çheer-oaylleeaght ny h-Oarpey	Categoria:Geografia da Europa
Ronney:Scannaneyn veih'n vlein 1970	Categoria:Filmes de 1970
Ronney:Steatyn ny Germaan	Categoria:Estados da Alemanha
Ronney:Yn Rhine Hwoaie-Westfalen	Categoria:Renânia do Norte-Vestfália
Ronney:Florida	Categoria:Flórida
Ronney:Pays-de-la-Loire	Categoria:Pays de la Loire
Ronney:Picardie	Categoria:Picardia
Ronney:Glaschu	Categoria:Glasgow
Kione Maghal	Maughold Head
Clowan:Audio-de	Predefinição:Audio-de
Ronney:Arraghey raaidey rere çheer	Categoria:Transporte rodoviário por país
Ronney:Sleityn 'sy Choose Berçhagh	Categoria:Montanhas da Costa Rica
Ronney:Volcaanyn 'sy Choose Berçhagh	Categoria:Vulcões da Costa Rica
Ronney:Kishtaghyn fys çhaghnoaylleeaght as oaylleeaght feamagh	Categoria:!Infocaixas sobre tecnologias
Ronney:Shennaghys ny Germaan	Categoria:História da Alemanha
Clowan:Coord/dec2dms/dm	Predefinição:Coord/dec2dms/dm
Ronney:Clowanyn caslys-çheerey	Categoria:!Predefinições de mapeamento
Ronney:Clowanyn obbraghey streng	Categoria:!Predefinições de manipulação de cadeias
Ronney:Aarheynnyn ny Litaan	Categoria:Subdivisões da Lituânia
Ronney:Coondaeghyn ny Litaan	Categoria:Condados da Lituânia
Ronney:Co-vunstooghyn orgaanagh	Categoria:Compostos orgânicos
Ronney:Nevada	Categoria:Nevada
Ronney:Nebraska	Categoria:Nebraska
Ronney:Dakota Hwoaie	Categoria:Dakota do Norte
Ronney:New Mexico	Categoria:Novo México
Ronney:York Noa	Categoria:Estado de Nova Iorque
Ronney:New Jersey	Categoria:Nova Jérsei
Ronney:New Hampshire	Categoria:Nova Hampshire
Ronney:Ellan Rhode	Categoria:Rhode Island
Ronney:Louisiana	Categoria:Luisiana
Ronney:Maryland	Categoria:Maryland
Ronney:Maine	Categoria:Maine
Ronney:Minnesota	Categoria:Minnesota
Ronney:Michigan	Categoria:Michigan
Ronney:Mississippi	Categoria:Mississippi
Ronney:Missouri	Categoria:Missouri
Ronney:Vermont	Categoria:Vermont
Ronney:Yn Virjeeney	Categoria:Virgínia
Ronney:Dakota Yiass	Categoria:Dakota do Sul
Ronney:Idaho	Categoria:Idaho
Ronney:Iowa	Categoria:Iowa
Ronney:Arkansas	Categoria:Arkansas
Ronney:Alaska	Categoria:Alasca
Ronney:Arizona	Categoria:Arizona
Ronney:Alabama	Categoria:Alabama
Ronney:Oregon	Categoria:Oregon
Ronney:Ohio	Categoria:Ohio
Ronney:Yn Virjeeney Heear	Categoria:Virgínia Ocidental
Ronney:Wisconsin	Categoria:Wisconsin
Ronney:Utah	Categoria:Utah
Ronney:Indiana	Categoria:Indiana
Ronney:Illinois	Categoria:Illinois
Ronney:Kansas	Categoria:Kansas
Ronney:California	Categoria:Califórnia
Ronney:Kentucky	Categoria:Kentucky
Ronney:Connecticut	Categoria:Connecticut
Ronney:Colorado	Categoria:Colorado
Ronney:Texas	Categoria:Texas
Ronney:Pennsylvania	Categoria:Pensilvânia
Ronney:Hawaii	Categoria:Havaí
Ronney:Slystyn gurneilys ynnydagh Hostyn	Categoria:Distritos da Inglaterra
Ronney:Faarkaghyn ny Mooir Arctagh	Categoria:Mares do Oceano Ártico
Ronney:Lettyraght rere genre	Categoria:Literatura por gênero
Ronney:Fassan	Categoria:Moda
Ronney:Greienys snaue	Categoria:Equipamentos de natação e piscinas
Ronney:Osteichthyes	Categoria:Osteichthyes
Ronney:Lieh-inshyn ny h-Oarpey	Categoria:Penínsulas da Europa
Ronney:Clowanyn imraa	Categoria:!Predefinições para referências
Clowan:Rheam creg-oaylleeagh/cowrey	Predefinição:Período fóssil/marcador
Clowan:ICD9	Predefinição:CID9
Ronney:Moddee	Categoria:Cães
Ronney:Scannaneyn paitçhyn Americaanagh	Categoria:Filmes infantis dos Estados Unidos
Ronney:Ollooscoillyn as colleishyn 'sy Ghermaan	Categoria:Universidades da Alemanha
Ronney:Scannaneyn Americaanagh rere sorçh	Categoria:Filmes dos Estados Unidos por gênero
Ronney:Screeudeyryn Frangagh	Categoria:Escritores da França
Ronney:Screeudeyryn Yernagh	Categoria:Escritores da Irlanda
Ronney:Scannaneyn draamey Americaanagh	Categoria:Filmes de drama dos Estados Unidos
Ronney:Scannaneyn bioghit Americaanagh	Categoria:Filmes de animação dos Estados Unidos
Ronney:Thallooyn croghaneagh	Categoria:Dependências
Ronney:Thallooyn rere çheer	Categoria:Territórios por país
Ronney:Ardjyn poullagh	Categoria:Polos
Clowan:PD-self	Predefinição:PD-self
Ronney:Çheer-oaylleeaght Liechtenstein	Categoria:Geografia de Liechtenstein
Ronney:Eggaghyn feeit	Categoria:Tecidos têxteis
Ronney:Buill chummaltagh 'syn Affrick	Categoria:Assentamentos na África
Ronney:Buill chummaltagh 'syn Oarpey	Categoria:Assentamentos na Europa
Ronney:Buill chummaltagh 'sy Faarkeylann	Categoria:Assentamentos na Oceania
Ronney:Buill chummaltagh er awinyn	Categoria:Localidades por rio
Ronney:Screeudeyryn Rooshagh	Categoria:Escritores da Rússia
Ronney:Clubyn soccer Phobblaght Nerin	Categoria:Clubes de futebol da Irlanda
Ronney:Screeudeyryn Americaanagh	Categoria:Escritores dos Estados Unidos
Ronney:Clubyn soccer rere çheer	Categoria:Clubes de futebol por país
Ronney:Jeantaneyn shenndaaleeagh rere sorçh	Categoria:Tecnologia pré-histórica
Clowan:8keayrt lesh 3oo ynnyd	Predefinição:Round8-with third
Ronney:Dooieyn er nyn soilshaghey 'sy 18oo eash	Categoria:Espécies descritas no século XVIII
Ronney:Oarpee	Categoria:Europeus
Ronney:Oslo	Categoria:Oslo
Ronney:Yernee rere keird	Categoria:Irlandeses por ocupação
Ronney:1066	Categoria:1066
Ronney:Ailanthus	Categoria:Ailanthus
Ronney:Baaseyn 'sy vlein 1066	Categoria:Mortos em 1066
Ronney:Aarheynnyn ny Sheen	Categoria:Subdivisões da República Popular da China
Ronney:Dramadeyryn as screeudeyryn cloie rere ashoonaght	Categoria:Dramaturgos por país
Clowan:Jerrey Fouyir	Predefinição:Calendário de outubro
Ronney:Baaseyn 'sy vlein 1928	Categoria:Mortos em 1928
Ronney:Baaseyn 'sy vlein 1937	Categoria:Mortos em 1937
Ronney:Baaseyn 'sy vlein 1950	Categoria:Mortos em 1950
Ronney:Angoley	Categoria:Angola
Ronney:Benin	Categoria:Benim
Ronney:Yn Votswaan	Categoria:Botswana
Ronney:Burkina Faso	Categoria:Burkina Faso
Ronney:Burundee	Categoria:Burundi
Ronney:Djibouti	Categoria:Djibouti
Ronney:Yn Clyst Iuaagagh	Categoria:Costa do Marfim
Ronney:1310	Categoria:1310
Ronney:Guinea Chryss ny Cruinney	Categoria:Guiné Equatorial
Ronney:Eritrea	Categoria:Eritreia
Ronney:Gabon	Categoria:Gabão
Ronney:Yn Ghambia	Categoria:Gâmbia
Ronney:Yn Ghuinea	Categoria:Guiné
Ronney:Yn Ghuinea-Bissau	Categoria:Guiné-Bissau
Ronney:Cameroon	Categoria:Camarões
Ronney:Yn Rheynn Ghlass	Categoria:Cabo Verde
Ronney:Yn Cheinney	Categoria:Quénia
Ronney:Ny h-Ellanyn Chomoro	Categoria:Comores
Ronney:Yn Laibeer	Categoria:Libéria
Ronney:Yn Leeb	Categoria:Líbia
Ronney:Madagascar	Categoria:Madagáscar
Ronney:Warszawa	Categoria:Varsóvia
Ronney:Albinee rere keird	Categoria:Escoceses por ocupação
Ronney:Malawi	Categoria:Malawi
Ronney:Malee	Categoria:Mali
Ronney:Yn Varoc	Categoria:Marrocos
Ronney:Yn Varitaan	Categoria:Mauritânia
Ronney:Ellan Wirrish	Categoria:Maurícia
Ronney:1451	Categoria:1451
Ronney:Yn Vosambeeck	Categoria:Moçambique
Ronney:Yn Nameeb	Categoria:Namíbia
Ronney:Yn Neegeyr	Categoria:Níger
Ronney:Pobblaght ny Congo	Categoria:República do Congo
Ronney:Rooandey	Categoria:Ruanda
Ronney:1486	Categoria:1486
Ronney:Çhaghteraght screeuee	Categoria:Comunicação escrita
Ronney:Çheer-oaylleeaght ny Polynn	Categoria:Geografia da Polónia
Ronney:Shennaghys ny Polynn	Categoria:História da Polônia
Ronney:1666	Categoria:1666
Ronney:1674	Categoria:1674
Clowan:Side box	Predefinição:Side box
Ronney:Tarmaynys heilltagh as tarmaynys argidoil	Categoria:Macroeconomia e economia monetária
Ronney:Tarmaynys argidoil	Categoria:Economia financeira
Ronney:Tushtey najoor rere çheer	Categoria:História natural por país
Ronney:Ny h-Ellanyn Goaldagh	Categoria:Ilhas Britânicas
Ronney:Awinyn ny Polynn	Categoria:Rios da Polônia
Ronney:Aarheynnyn ny Polynn	Categoria:Subdivisões da Polónia
Ronney:Spoyrt 'sy Ghermaan rere balley	Categoria:Desporto da Alemanha por cidade
Ronney:Baaseyn 'sy vlein 2011	Categoria:Mortos em 2011
Ronney:Delaware	Categoria:Delaware
Ronney:Yn Çhorshey (steat)	Categoria:Geórgia (Estados Unidos)
Ronney:Polynnish	Categoria:Língua polaca
Ronney:Montana	Categoria:Montana
Ronney:Łódź	Categoria:Łódź
Ronney:Wrocław	Categoria:Breslávia
Ronney:Tennessee	Categoria:Tennessee
Ronney:Leigh heayagh	Categoria:Direito público
Ronney:18oo eash ayns oaylleeaght	Categoria:Século XVIII na ciência
Ronney:Białystok	Categoria:Białystok
Ronney:Kraków	Categoria:Cracóvia
Ronney:Biota ny h-Oarpey	Categoria:Biota da Europa
Ronney:Bydgoszcz	Categoria:Bydgoszcz
Ronney:Baljyn ayns Hessen	Categoria:Cidades de Hessen
Clowan:Ardjyn ny Frank	Predefinição:Regiões da França
Ronney:1732	Categoria:1732
Ronney:1741	Categoria:1741
Ronney:1743	Categoria:1743
Ronney:1750	Categoria:1750
Ronney:Baaseyn 'sy vlein 1750	Categoria:Mortos em 1750
Ronney:1753	Categoria:1753
Ronney:1756	Categoria:1756
Ronney:1757	Categoria:1757
Ronney:1758	Categoria:1758
Ronney:1759	Categoria:1759
Ronney:Reihyssyn rere mooar-rheynn	Categoria:Eleições por continente
Ronney:Reihyssyn 'syn Oarpey	Categoria:Eleições na Europa
Ronney:1770	Categoria:1770
Ronney:1773	Categoria:1773
Ronney:1782	Categoria:1782
Ronney:1784	Categoria:1784
Ronney:1790	Categoria:1790
Ronney:1791	Categoria:1791
Ronney:Baaseyn 'sy vlein 1791	Categoria:Mortos em 1791
Ronney:1795	Categoria:1795
Ronney:1799	Categoria:1799
Ronney:1800	Categoria:1800
Ronney:1801	Categoria:1801
Ronney:1802	Categoria:1802
Ronney:1803	Categoria:1803
Ronney:1804	Categoria:1804
Ronney:1805	Categoria:1805
Ronney:1806	Categoria:1806
Ronney:Baden-Württemberg	Categoria:Baden-Württemberg
Ronney:1807	Categoria:1807
Ronney:1809	Categoria:1809
Ronney:1810	Categoria:1810
Ronney:1811	Categoria:1811
Ronney:Ruggyryn 'sy vlein 1811	Categoria:Nascidos em 1811
Ronney:1813	Categoria:1813
Ronney:1814	Categoria:1814
Ronney:1815	Categoria:1815
Ronney:Buckinghamshire	Categoria:Buckinghamshire
Ronney:Baaseyn 'sy vlein 1817	Categoria:Mortos em 1817
Ronney:1818	Categoria:1818
Ronney:1819	Categoria:1819
Ronney:1820	Categoria:1820
Ronney:Faarkaghyn oirragh y Cheayn Sheealtagh	Categoria:Mares marginais do Oceano Pacífico
Ronney:1827	Categoria:1827
Ronney:Baaseyn 'sy vlein 1831	Categoria:Mortos em 1831
Ronney:1836	Categoria:1836
Ronney:Baaseyn 'sy vlein 1836	Categoria:Mortos em 1836
Ronney:Baaseyn 'sy vlein 1837	Categoria:Mortos em 1837
Ronney:1838	Categoria:1838
Ronney:Burseraceae	Categoria:Burseraceae
Ronney:1840	Categoria:1840
Ronney:Baaseyn 'sy vlein 1841	Categoria:Mortos em 1841
Ronney:1843	Categoria:1843
Ronney:Baaseyn 'sy vlein 1845	Categoria:Mortos em 1845
Ronney:1846	Categoria:1846
Ronney:1848	Categoria:1848
Ronney:1849	Categoria:1849
Ronney:Baaseyn 'sy vlein 1849	Categoria:Mortos em 1849
Ronney:Baaseyn 'sy vlein 1850	Categoria:Mortos em 1850
Ronney:1852	Categoria:1852
Ronney:1853	Categoria:1853
Ronney:1856	Categoria:1856
Ronney:1857	Categoria:1857
Ronney:1858	Categoria:1858
Ronney:1859	Categoria:1859
Ronney:1860	Categoria:1860
Ronney:1861	Categoria:1861
Ronney:1862	Categoria:1862
Ronney:Baaseyn 'sy vlein 1862	Categoria:Mortos em 1862
Ronney:1863	Categoria:1863
Ronney:1865	Categoria:1865
Ronney:Baaseyn 'sy vlein 1865	Categoria:Mortos em 1865
Ronney:1868	Categoria:1868
Ronney:1869	Categoria:1869
Ronney:Baaseyn 'sy vlein 1869	Categoria:Mortos em 1869
Ronney:1870	Categoria:1870
Ronney:Baaseyn 'sy vlein 1870	Categoria:Mortos em 1870
Ronney:1872	Categoria:1872
Ronney:1874	Categoria:1874
Ronney:1875	Categoria:1875
Ronney:1877	Categoria:1877
Ronney:1879	Categoria:1879
Ronney:1880	Categoria:1880
Ronney:1881	Categoria:1881
Ronney:1882	Categoria:1882
Ronney:1883	Categoria:1883
