Āfrika	África
Pašu kapitāla atdeve	ROE
Golčevo	Golczewo
Šūmanis	Schumann (desambiguação)
Cekulainie pingvīni	Eudyptes
Urugvajas futbola izlase 2010. gada Pasaules kausa finālturnīrā	Uruguai na Copa do Mundo FIFA de 2010
Muse singlu diskogrāfija	Discografia de Muse
Sojuz TMA-9	Soyuz TMA-9
Kepler-7b	Kepler-7b
Krūškurvis	Tórax
Antons Škapļerovs	Anton Shkaplerov
Baborova	Baborów
Drīmpops	Dream pop
TKS	TK-3/TKS
Malogošča	Małogoszcz
Blue Tattoo (dziesma)	Blue Tattoo (canção)
59 (skaitlis)	Cinquenta e nove
Veragvasa	Veraguas
Gouda (siers)	Gouda (queijo)
62 (skaitlis)	Sessenta e dois
Ribņikas apriņķis	Condado de Rybnik
2011. gada Spānijas Grand Prix	Grande Prêmio da Espanha de 2011 (Fórmula 1)
Teledesic	Teledesic
Baru	Barú (vulcão)
Meinards Solomons	Maynard Solomon
Sibujanas jūra	Mar de Sibuyan
Slūžu kamera	Eclusa de ar
Dziesmotā revolūcija	Revolução Cantada
Kanādas Masters	ATP de Montreal/Toronto
Velosipēds	Velocípede
Ābece	Cartilha
Klaburčūsku apakšdzimta	Crotalinae
Strupvaboļu dzimta	Histeridae
Zaļā savvaļas vista	Gallus varius
Ruandas prezidenti	Lista de presidentes de Ruanda
Xandros	Xandros
Riests	Cio
Fils Simmss	Phil Simms
Mercury septītnieks	Mercury Seven
Superkauss XLI	Super Bowl XLI
Sempulno apriņķis	Condado de Sępólno
Tuholas apriņķis	Condado de Tuchola
Alina Orlova	Alina Orlova
Sistēmdinamika	Dinâmica de sistemas
2010.—2011. gada NHL sezona	Temporada 2010-11 da NHL
Olimpiskais muzejs	Museu Olímpico
Postpankroks	Pós-punk
Topoļčanu apriņķis	Topoľčany (distrito)
Brugadas sindroms	Síndrome de Brugada
GSAT-5P	GSAT-5P
Cīņas sports 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, grieķu-romiešu cīņa, līdz 120 kg	Lutas nos Jogos Olímpicos de Verão de 2008 - Greco-romana até 120 kg masculino
Asaru ģints	Perca (peixe)
Cupola (SKS)	Cúpula (ISS)
1990.—1991. gada NBA sezona	Temporada da NBA de 1990–91
Pilot (Radīti skatuvei)	Pilot (Glee)
Kortežs	Enupla
38 (skaitlis)	Trinta e oito
Jokelas skolas apšaude	Massacre da Escola Secundária de Jokela
Japānas heraldika	Mon (símbolo)
Sakne (matemātika)	Radiciação
Sovetizācija	Sovietização
Tirdzniecība	Comércio
EUTELSAT 70B	Eutelsat 70B
Hokejs 1972. gada Ziemas Olimpiskajās spēlēs	Hóquei no gelo nos Jogos Olímpicos de Inverno de 1972
LADEE	Lunar Atmosphere and Dust Environment Explorer
Pelēkais zorro	Raposa-cinzenta-argentina
Džordina Vībere	Jordyn Wieber
1969.—1970. gada NBA sezona	Temporada da NBA de 1969–70
Cyrus	Ciro
Somālijas savvaļas ēzelis	Asno-da-somália
Balvu rajons	Balvi (distrito)
2013. gada GP3 sezona	Temporada da GP3 Series de 2013
Explorer programma	Programa Explorer
Arnulfo Arjass	Arnulfo Arias Madrid
MSQL	MSQL
Mogilno apriņķis	Condado de Mogilno
Novi Dvora Gdaņska	Nowy Dwór Gdański
Eds Rīds	Ed Reed
Life Starts Now	Life Starts Now
Cilvēku virsģints	Hominina
Keņdzežina-Kozle	Kędzierzyn-Koźle
Žurominas apriņķis	Condado de Żuromin
Doņecas akmeņogļu baseins	Bacia do Donets
Vilksa Zeme	Terra de Wilkes
Karpača	Karpacz
Olimpiskie medaļnieki hokejā	Medalhistas olímpicos do hóquei no gelo
Tomašovas apriņķis (Lodza)	Condado de Tomaszów Mazowiecki
The Long Road	The Long Road
Būkāna	Bukan
Elgina marmors	Mármores de Elgin
Tekstilrūpniecība	Indústria têxtil
Skempe	Skępe
Into the Rush	Into the Rush
Asche zu Asche	Asche zu Asche
Malborkas apriņķis	Condado de Malbork
Braņska	Brańsk
Dienvidrietumu reģions	Sudoeste (Camarões)
Svarcelšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, līdz 77 kg	Halterofilismo nos Jogos Olímpicos de Verão de 2008 - Até 77 kg masculino
Iracionāls skaitlis	Número irracional
Hey Jude	Hey Jude
Running Scared	Running Scared (canção de Ell & Nikki)
Dalmatika	Dalmática
2008. gada referendums par grozījumiem Satversmē	Referendo constitucional na Letônia em 2008
Pšasnišas apriņķis	Condado de Przasnysz
Bloņe	Błonie
Engel	Engel
Aplikatūra	Digitação (música)
1983. gada Tour de France	Tour de France 1983
Antracita	Antratsyt
IKAROS	IKAROS
Kosmiskā aparāta virzīšana	Propulsão de naves espaciais
Radzimina	Radzymin
Sociālā mijiedarbība	Interação social
Dorels Raits	Dorell Wright
Tizen	Tizen
Veličkas apriņķis	Condado de Wieliczka
Binokulārā redze	Visão binocular
Naraganseti	Narragansett
Mindless Self Indulgence	Mindless Self Indulgence
Portugāles koloniālais karš	Guerra Colonial Portuguesa
Riteņbraukšana 2008. gada Vasaras Olimpiskajās spēlēs — Sievietes, individuālais brauciens	Ciclismo nos Jogos Olímpicos de Verão de 2008 - Estrada contra o relógio feminino
Bārta (upe)	Rio Bartuva
FV101 Scorpion	FV101 Scorpion
Vienkristālshēma	System-on-a-chip
Hesco bastions	Barreira hesco
Āfrikas čempionāts basketbolā	Afrobasket
Integrētā kopnes struktūra	ISS Truss
Austrālijas ģenerālgubernatori	Governador-geral da Austrália
Sojuz TMA-15M	Soyuz TMA-15M
Bergmans	Bergman
Ostrolenkas apriņķis	Condado de Ostrołęka
FIFA Pasaules kauss pludmales futbolā	Copa do Mundo de Futebol de Areia
Ziemeļu renesanse	Renascimento nórdico
Dover	Dover (desambiguação)
Salpu klase	Thaliacea
Nova Demba	Nowa Dęba
Mehiko katedrāle	Catedral Metropolitana da Cidade do México
Ātrslidošana 1924. gada Ziemas Olimpiskajās spēlēs	Patinação de velocidade nos Jogos Olímpicos de Inverno de 1924
Lesko	Lesko
RE	Re
Koronovo	Koronowo
Vloščova	Włoszczowa
Octopus	Octopus
Pirates of the Sea	Pirates of the Sea
Suņlāču dzimta	Hemicyonidae
Samteņi	Satyrinae
Seržs Sargsjans	Serj Sargsyan
1973. gada Tour de France	Tour de France 1973
Konīdijas	Conídio
Taizemes pilsētu uzskaitījums	Lista de cidades na Tailândia
Makss Čiltons	Max Chilton
Kallaste	Kallaste
One Love	One Love (álbum de David Guetta)
Luāra	Loire (desambiguação)
Prjevidzas apriņķis	Prievidza (distrito)
Ležajska	Leżajsk
Bacillus anthracis	Bacillus anthracis
Farmācija	Farmácia
1995. gada Tour de France	Tour de France 1995
2013. gads sportā	2013 no desporto
Stērstes	Emberiza
Sīvā bērzlape	Russula emetica
Anestezioloģija	Anestesiologia
Vēršantilopju apakšdzimta	Alcelaphinae
All We Know Is Falling	All We Know Is Falling
Racjonža	Raciąż
Konrāds I	Conrado I
Moņku apriņķis	Condado de Mońki
Every Day Is Exactly the Same	Every Day Is Exactly the Same
Karloss Agilera Martins	Carlos Aguilera
Neste Oil	Neste Oil
Apache licence	Licença Apache
Olšina	Olszyna
Rina	Ryn
Hirosimas prefektūra	Província de Hiroshima
Likerta skala	Escala Likert
Arukila	Aruküla
Šķidrais skābeklis	Oxigénio líquido
Aperta sindroms	Síndrome de Apert
Greiema Zeme	Terra de Graham
Adēra rags	Cabo Adare
Staru izsekošana	Ray tracing
Ziemeļīrijas Futbola asociācija	Associação Norte-Irlandesa de Futebol
Klāni	Canavial
Terminators (filmu sērija)	Terminator
Mobilā lietotne	Aplicativo móvel
Deisms	Deísmo
Glicīns	Glicina
Aleksandrs Tarasovs	Aleksandr Tarásov
Gruzijas—Krievijas bruņotais konflikts 2008. gadā	Guerra Russo-Georgiana
Nomierināšanas politika	Política de apaziguamento
Tundželi ils	Tunceli (província)
Aleksandrs Popovs	Alexander Popov (desambiguação)
Teisms	Teísmo
Zosu apakšdzimta	Anserinae
Aleksandra Kosteņuka	Alexandra Kosteniuk
Varņi	Varniai
Soģi	Período dos Juízes
Irbes šaurums	Estreito de Irbe
Ponta	Ponto (região)
Augutis	Sternorrhyncha
Džrū Holidejs	Jrue Holiday
Demjens Lilārds	Damian Lillard
Alfa magnētiskais spektrometrs	Espectômetro Magnético Alpha
Austrālijas regbija izlase	Seleção Australiana de Rugby Union
Alfa Romeo F1	Alfa Romeo F1
Nacionālās basketbola asociācijas drafts	Draft da NBA
Paškaitējums	Automutilação
Volkswagen New Beetle	Volkswagen New Beetle
Oksirinkhosa	Oxyrhynchus
Attieksme	Atitude
Asterisk	Asterisk
Tērauda vīrs	Man of Steel (filme)
Klasteru analīze	Clustering
Ares V	Ares V
Psihodēliskais transs	Trance psicadélico
Opel Kadett	Opel Kadett
Dzīvo miroņu nakts	A Noite dos Mortos-Vivos (1968)
Segžokleņi	Entognatha
Gutācija	Gutação
DH	Diffie-Hellman
Pērļainā mušmire	Amanita rubescens
Atlasa ciedrs	Cedro-do-atlas
2006. gada Eiropas čempionāts vieglatlētikā	Campeonato da Europa de Atletismo de 2006
Austrālijas Nacionālā bibliotēka	Biblioteca Nacional da Austrália
Zeltactiņas	Chrysopidae
Ragbi	Rugby (Inglaterra)
Uvulārs līdzskanis	Consoante uvular
Mercury-Redstone 3	Mercury-Redstone 3
Uzputenis	Mousse
Vostok (kosmosa kuģis)	Vostok (espaçonave)
Nacionālais vēstures piemineklis	Local histórico nacional
Arabsat 5C	Arabsat 5C
Staipekņu ģints	Lycopodium
Monoklīnā singonija	Sistema cristalino monoclínico
ER diagrammas	Modelo entidade relacionamento
Termogrāfija	Termografia
Sniegbaltīte un mednieks	Snow White and the Huntsman
Miles Away	Miles Away
Ūdeņraža bumba	Bomba de hidrogénio
Tīklenes atslāņošanās	Descolamento de retina
Dāņu Igaunija	Estônia dinamarquesa
Fotometrija	Fotometria
Know Your Enemy	Know Your Enemy
Krabjēdājronis	Lobodon carcinophagus
Dakšingangotri	Dakshin Gangotri
2012. gada Austrālijas atklātais čempionāts tenisā	Lista dos campeões do Open da Austrália de 2012
Hiperoni	Híperon
2014. gada FIFA Pasaules kausa kvalifikācija — CONCACAF zona	Eliminatórias da Copa do Mundo FIFA de 2014 - América do Norte, Central e Caribe
Maitri	Estação Maitri
Smash!!	Smash!!
Dienvidsudānas futbola izlase	Seleção Sul-Sudanesa de Futebol
Darba bite	Abelha-operária
Citādie	Divergente (livro)
Džinna (polārstacija)	Estação Antártica Jinnah
Mordviešu valodas	Línguas mordóvicas
Gravis	Acento grave
Grafikas dizainers	Designer gráfico
Hoverla	Hoverla
Prāta Vētra	Brainstorm (banda da Letónia)
Āzijas vēsture	História da Ásia
Garumzīme	Mácron
Jurģa nakts sacelšanās	Revolta da Noite de São Jorge
Kolona (Panama)	Colón (Panamá)
45 (skaitlis)	Quarenta e cinco
Unreal Tournament	Unreal Tournament
Autodesk	Autodesk
Ungārijas hokeja izlase	Seleção da Hungria de Hóquei no Gelo
Pēterburgas Mākslas akadēmja	Academia de Artes da Rússia
Simple Plan (albums)	Simple Plan (álbum)
Ozorkova	Ozorków
Lapblusiņas	Psyllidae
STS-129	STS-129
Riteņbraukšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, BMX	Ciclismo nos Jogos Olímpicos de Verão de 2008 - BMX masculino
Pucka	Puck (Polônia)
Degu ģints	Octodon
Ņisko apriņķis	Condado de Nisko
Darba aizsardzība	Segurança e saúde ocupacionais
Stūršens	Lago Storsjön
SKS 38. ekspedīcija	Expedição 38
Leonīds Kučma	Leonid Kutchma
Lēne	Län
Latvijas Futbola federācija	Federação Letã de Futebol
Bulgārijas Futbola savienība	Federação Búlgara de Futebol
Maķedonijas Futbola federācija	Federação de Futebol da República da Macedônia
COROT-7b	COROT-Exo-7b
Intermediate eXperimental Vehicle	Intermediate eXperimental Vehicle
Džons Maikls Grīns	John Green
Muztagata	Muztagh Ata
Guitar Hero: Aerosmith	Guitar Hero: Aerosmith
Taktsmērs	Métrica (música)
Darvina zorro	Pseudalopex fulvipes
The Best of Both Worlds (dziesma)	The Best of Both Worlds (canção)
Nogaju orda	Horda Nogai
1979.—1980. gada NBA sezona	Temporada da NBA de 1979–80
Numismātika	Numismática
Drošības caurums	Vulnerabilidade (computação)
Teratoloģija	Teratologia
Eiropas savvaļas ēzelis	Zebro
Glogovas apriņķis	Condado de Głogów
Fedčenko šļūdonis	Glaciar Fedchenko
Rumānijas Futbola federācija	Federação Romena de Futebol
Celebration	Celebration (álbum)
Ziemeļamerikas kakomiclijs	Bassarisco
Supermoto	Supermoto
Līlends Melvins	Leland Melvin
Swan Song Records	Swan Song Records
Waking Up in Vegas	Waking Up in Vegas
Astēnija	Astenia
Žarnovicas apriņķis	Žarnovica (distrito)
Gaismas stars	Raio luminoso
Hormozgāna	Hormozgan
Juraja Dobrilas Pulas universitāte	Universidade Juraj Dobrila de Pula
VIA Technologies	VIA Technologies
Japāņu etiķete	Etiqueta no Japão
Allods	Alódio
SPAS-12	Franchi SPAS-12
Mars Observer	Mars Observer
Cikāžveidīgie	Cicadomorpha
Cilvēkpērtiķi un cilvēks	Hominidae
Zilās aras	Anodorhynchus
UCI WorldTour	UCI World Tour
Lietuvas bruņotie spēki	Forças Armadas da Lituânia
Ariel 1	Ariel 1
Boleslavecas apriņķis	Condado de Bolesławiec
Dzeržoņovas apriņķis	Condado de Dzierżoniów
Guras apriņķis	Condado de Góra
Kežmarokas apriņķis	Kežmarok (distrito)
Tukums	Tukums
Jeleņa Guras apriņķis	Condado de Jelenia Góra
Bistre	Bystré (Pardubice)
Vostok-3	Vostok III
Javoras apriņķis	Condado de Jawor
Uvulārs nazāls līdzskanis	Nasal uvular
Nejaukais es 2	Despicable Me 2
Kamenna Guras apriņķis	Condado de Kamienna Góra
Klodzko apriņķis	Condado de Kłodzko
Fuksa dzegužpirkstīte	Dactylorhiza fuchsii
Lauči	Fulica
ATSC	ATSC
Akorans	Acoran
Mīlestība (filma)	Amour (filme)
Me Against the World	Me Against the World
2009. gada CONCACAF Zelta kauss	Copa Ouro da CONCACAF de 2009
Laga	Barquinha (instrumento)
Āpši	Texugo
Seišelu futbola izlase	Seleção Seichelense de Futebol
Arctovski	Estação Antártica Polaca Henryk Arctowski
Hranice	Hranice (Přerov)
Krievu—turku karš (1735—1739)	Guerra Russo-Turca (1735-1739)
Krāslava	Krāslava
TM-XML	TM-XML
United Airlines reiss 93	Voo 93 da United Airlines
Stenševa	Stęszew
Lielais Klusā okeāna atkritumu plankums	Grande Porção de Lixo do Pacífico
Atlantijas divīzija (NBA)	Divisão do Atlântico (NBA)
Kartalas rajons	Kartal
Oborņiki	Oborniki
Slupca	Słupca
Kīčīkčekmedžes rajons	Küçükçekmece
Mendzižeča	Międzyrzecz
1988. gada Tour de France	Tour de France 1988
Ezervaboļu dzimta	Noteridae
Mūziķis	Músico
Omid	Omid
Dienvidaustrumu divīzija (NBA)	Divisão Sudeste (NBA)
Ylvis	Ylvis
Hoščno	Choszczno
Kartuzi	Kartuzy
Štuma	Sztum
Blotsvens	Sueno da Suécia
Misliboža	Myślibórz
Čluhova	Człuchów
Kempno	Kępno
MK	MK
Blakšveidīgie	Paraneoptera
Viesīte	Viesīte
Arēna Rīga	Arena Riga
2012. gada Giro d'Italia	Giro d'Italia 2012
Eiropas spēles	Jogos Europeus
Skrējiens pēc miljona	The Amazing Race
Seši tēli meklē autoru	Seis Personagens à Procura de um Autor
Izraēlas Futbola asociācija	Associação de Futebol de Israel
Oma (Irtišas pieteka)	Rio Om
Jāšana 2008. gada Vasaras Olimpiskajās spēlēs	Hipismo nos Jogos Olímpicos de Verão de 2008
Ostšešova	Ostrzeszów
1995. gada FIFA Pasaules kauss sievietēm	Copa do Mundo de Futebol Feminino de 1995
The Immaculate Collection	The Immaculate Collection
Peltsamā	Põltsamaa
Marvel Cinematic Universe	Universo Marvel Cinematográfico
Jimmy Eat World	Jimmy Eat World
Ares I-X	Ares I-X
Santomes un Prinsipi futbola izlase	Seleção São-Tomense de Futebol
Postkrosings	Postcrossing
Kipras pilsētu uzskaitījums	Lista de cidades em Chipre
Bendžamins Elvins Drū	Benjamin Drew
2008. gada ASV atklātais čempionāts tenisā — Vīriešu dubultspēles	US Open de 2008 - Duplas masculinas
They Live By Night	They Live by Night
1992. gada Vasaras Olimpisko spēļu medaļu tabula	Quadro de medalhas dos Jogos Olímpicos de Verão de 1992
Jablonovo Pomorske	Jabłonowo Pomorskie
Alpu vārna	Gralha-de-bico-vermelho
Mazovija	Mazóvia
STS-130	STS-130
Jaroslavas apriņķis	Condado de Jarosław
Skaržisko-Kamenna	Skarżysko-Kamienna
Prusice	Prusice
Jūrasūdrs	Chugungo
Brieži	Cervus
Motivācija	Motivação
LogMeIn Hamachi	Hamachi
Albānijas bunkuri	Casamatas na Albânia
Hēla (valstība)	Helgardh
NBA sezonas labākais debitants	NBA Rookie of the Year Award
Mijiedarbojošās galaktikas	Colisão de galáxias
2001. gada Tour de France	Tour de France 2001
Panamas līcis	Golfo do Panamá
Vongroveca	Wągrowiec
Etixx-Quick Step	Etixx-Quick Step
1950. gada Pasaules čempionāts basketbolā	Campeonato Mundial de Basquetebol Masculino de 1950
65 (skaitlis)	Sessenta e cinco
Sardīnijas jūra	Mar da Sardenha
Is There Anybody Out There? The Wall Live 1980-81	Is There Anybody Out There? The Wall Live 1980-81
ING Group	ING Group
Vācijas futbola izlase 2010. gada Pasaules kausa finālturnīrā	Alemanha na Copa do Mundo FIFA de 2010
Legņicas apriņķis	Condado de Legnica
Drakuleštu dinastija	Casa de Drăculești
Šenberga (Mēklenburga-Priekšpomerānija)	Schönberg (Mecklemburgo-Pomerânia Ocidental)
Hokejs 2006. gada Ziemas Olimpiskajās spēlēs	Hóquei no gelo nos Jogos Olímpicos de Inverno de 2006
Aviatik B.I	Aviatik B.I
Reprise Records	Reprise Records
Manitobas ezers	Lago Manitoba
SU-76	SU-76
Klasiskais Koipera joslas objekts	Objeto clássico do cinturão de Kuiper
Era	Era (projeto musical)
Consumer Electronics Show	Consumer Electronics Show
Mo Sizlaks	Moe Szyslak
Argentīnas Antarktīda	Antártida Argentina
Pasaules čempionāts biatlonā	Campeonato Mundial de Biatlo
Kongurs	Kongur Tagh
Mirnija (polārstacija)	Estação Mirny
Turcijas konstitūcija	Constituição da Turquia
Bezklases starpdomēnu maršrutēšana	CIDR
Pēdējā Pangeja	Pangeia Última
TIROS-1	TIROS-1
Mazovijas kņazi	Duque da Mazóvia
Širnakas ils	Şırnak (província)
Kapteinis Cubasa	Captain Tsubasa
Kotingu dzimta	Cotingidae
Maijāra reakcija	Reação de Maillard
Ārmstrongs	Armstrong
Miņska Mazovecka	Mińsk Mazowiecki
Grand Theft Auto Advance	Grand Theft Auto Advance
Mitsubishi Heavy Industries	Mitsubishi Heavy Industries
Bržezova pie Svitavas	Březová nad Svitavou
Ausainās pūces	Asio (gênero)
Negaraku	Negaraku
Falcon 1	Falcon 1
Ohotska	Okhotsk
Rombiskā singonija	Sistema cristalino ortorrômbico
Sidra nama likumi (filma)	The Cider House Rules
Bruņuautomobilis	Autometralhadora
Indijas tornis	Park Hyatt Tower
Trogieleja	Vale glaciar
Gardeguna bruņnesis	Dasypus novemcinctus
Audi 50	Audi 50
Brazīlijas basketbola izlase	Seleção Brasileira de Basquetebol Masculino
Lauku blūzs	Country blues
Eirāzijas kurmji	Talpa
Vergeltungswaffe	Armas-V
Toruņas apriņķis	Condado de Toruń
Dežņova rags	Cabo Dezhnev
Kino (grupa)	Kino (banda russa)
Košice IV	Košice IV
Tapa	Tapa (Estônia)
Lada Ņiva	Lada Niva
Šēru jūra	Mar do Arquipélago
Trans	Zangão
Adatzivjveidīgās	Syngnathiformes
Dzimumlocekļa galviņa	Glande
Bluefish (teksta redaktors)	Bluefish
Sensorās deprivācijas kamera	Tanque de isolamento
Parastais astoņkājis	Octopus vulgaris
Singer Building	Singer Building
Trinidādas un Tobago prezidenti	Lista de presidentes de Trinidad e Tobago
Mjastečko Slonske	Miasteczko Śląskie
STS-131	STS-131
Misery Business	Misery Business
Revūcas apriņķis	Revúca (distrito)
La Gazzetta dello Sport	La Gazzetta dello Sport
Umbro	Umbro
Krievijas Konstitūcija	Constituição russa de 1993
Puslode	Hemisfério
MicroProse	MicroProse
1920. gada Vasaras Olimpisko spēļu medaļu tabula	Quadro de medalhas dos Jogos Olímpicos de Verão de 1920
Maiami @@@u0026Marlins"	Miami Marlins
IL-28	Ilyushin Il-28
Gran Turismo datorspēļu sērija	Gran Turismo (série)
Ermita matrica	Matriz transposta conjugada
1932. gada Vasaras Olimpisko spēļu medaļu tabula	Quadro de medalhas dos Jogos Olímpicos de Verão de 1932
Visvērtīgākais spēlētājs	Jogador Mais Valioso
Karaliskie pingvīni	Aptenodytes
1948. gada Vasaras Olimpisko spēļu medaļu tabula	Quadro de medalhas dos Jogos Olímpicos de Verão de 1948
Hokejs 1994. gada Ziemas Olimpiskajās spēlēs	Hóquei no gelo nos Jogos Olímpicos de Inverno de 1994
Opel Tigra	Opel Tigra
1949. gada marta deportācijas	Operação Priboi
Bžozova	Brzozów
Kaņčuga	Kańczuga
Cešanova	Cieszanów
Pilotsērija	Episódio piloto
Dispepsija	Dispepsia
Otrais Ziemeļu karš	Segunda Guerra do Norte
Pršībora	Příbor
Janovas apriņķis	Condado de Janów Lubelski
All Killer No Filler	All Killer No Filler
Meteoroloģiskā redzamība	Visibilidade
Penonome	Penonomé
Down in It	Down in It
Spektrs	Espectro (física)
All Things Must Pass	All Things Must Pass
Ēdamās sēnes	Cogumelo comestível
Turcijas virtuve	Culinária da Turquia
Ostrovecas apriņķis	Condado de Ostrowiec
Sola	Sól (mitologia)
London After Midnight	London After Midnight
Rīgas Svētā Jēkaba katedrāle	Catedral de São Tiago (Riga)
2005. gada Tour de France	Tour de France 2005
Ružomberokas apriņķis	Ružomberok (distrito)
Jedliče	Jedlicze
Ivoņičzdroja	Iwonicz-Zdrój
Basketbols 2012. gada Vasaras Olimpiskajās spēlēs — Sievietes	Basquetebol nos Jogos Olímpicos de Verão de 2012 - Feminino
Transilvānijas hercogiste	Principado da Transilvânia
Boys Like Girls	Boys Like Girls
STS-128	STS-128
Mars-96	Sonda Mars 96
Starptautiskā finanšu korporācija	Corporação Financeira Internacional
Lielais Lībijas ūdensvads	Grande Rio Artificial
