Αφρική	África
Τηλέγονος	Telégono
Φυλλίς	Fílis
Αναφορά (υπολογιστές)	Referência (ciência da computação)
Σύνδρομο γονικής αποξένωσης	Síndrome de alienação parental
Κομητεία της Τουλούζης	Lista de condes de Tolosa
Πρόβλημα μέγιστου αθροίσματος υποακολουθίας	Sublista contígua de soma máxima
Αγροστρωτήρας	Rolo compressor
Μαρί-Γκαλάντ	Marie Galante
Πλευριτική συλλογή	Derrame pleural
Καρδιά του Νεολιθικού Όρκνεϊ	Coração Neolítico das Órcades
Εμπάργκο των Η.Π.Α. κατά της Κούβας	Embargo dos Estados Unidos a Cuba
Γιονί	Yoni
Μηχανή Καρνό	Máquina de Carnot
Γκωτιέ ΣΤ΄ ντε Μπριέν	Gualtério VI de Brienne
Μαρσέλ Κόρας	Marcel Coraş
Μάρτσιν Ζεβλάκοφ	Marcin Żewłakow
Βασίλειος Κοτρωνιάς	Vassilios Kotronias
Τάκης Φωτόπουλος	Takis Fotopoulos
Γκρεγκ Βάλενταϊν	Greg Valentine
Καζιμίρ Κμίετσικ	Kazimierz Kmiecik
Leisure Suit Larry	Leisure Suit Larry
Γκυ του Τουάρ	Guido de Thouars
Αλκέτας Παναγούλιας	Alketas Panagoulias
Πέντρο Μοράλες	Pedro Morales
Ούγος Ζ΄ των Λουζινιάν	Hugo VII de Lusignan
Περικλής Κακούσης	Perikles Kakousis
Got to Be There (τραγούδι)	Got to Be There (canção)
Ερμογένης (φιλόσοφος)	Hermógenes (filósofo)
Μάικλ Ντέινα	Mychael Danna
Εουροπόρτ	Europoort
Ο ανιψιός του Ραμώ	O Sobrinho de Rameau
Ναζιανζός	Nazianzo
Νίκος Δήμου	Nikos Dimou
Ρόμπερτ Αμεεράλι	Robert Ameerali
Κοντάκιο	Kontakion
Lincoln LS	Lincoln LS
Εμίλιο Περίκολι	Emilio Pericoli
Θερμογέφυρα	Ponte térmica
Εμιράτο της Κόρδοβας	Emirado de Córdova
MOS Technology SID	MOS Technology SID
Ψηφίο ελέγχου	Dígito verificador
Porsche 997	Porsche 997
Εγχειρίδιο	Vade-mécum
Λουντογκόρετς Ραζγκράντ	Professional Football Club Ludogorets Razgrad
Σαόνα (νησί)	Ilha Saona
Ινδικτιών	Indicção
Άμπραχαμ Ουάσινγκτον	Abraham Washington
Το ημερολόγιο ενός σπασίκλα (σειρά)	O Diário de um Banana (série)
Μούμιες Γουάντσε	Múmias Guanche
Flotsam and Jetsam	Flotsam and Jetsam
Pontiac GTO	Pontiac GTO
Skyclad	Skyclad
Persistence of Time	Persistence of Time
Skyline (ταινία)	Skyline (filme)
Εγκυκλοπαίδεια του μεσαιωνικού χρονικού	Encyclopedia of the Medieval Chronicle
Εγκυκλοπαίδεια των Μαθηματικών	Encyclopedia of Mathematics
Λάρισα (αποσαφήνιση)	Larissa
Περιπέτειες Νεόπλουτων	Ricos e estranhos
Ερνάν Πέρες	Hernán Arsenio Pérez González
STS-86	STS-86
STS-96	STS-96
Γιουνιβέρσιτι Κόλετζ Ντάμπλιν Α.Φ.Κ.	University College Dublin Association Football Club
Μιχάλ	Mical
Οικονομική οδήγηση	Ecocondução
ISO 3166-1 alpha-3	ISO 3166-1 alfa-3
Into the Mirror Black	Into the Mirror Black
Οβίντιγιους Βυσνιάουσκας	Ovidijus Vyšniauskas
Φουτζιέντα ΜΥΦΚ	Fujieda MYFC
Αγγλοϊταλικό Κύπελλο	Torneio Anglo-Italiano
Κατηγορία:Μηχανική υπολογιστών	Categoria:Engenharia da computação
Έγκωμη	Enkomi
Κύπελλο Τεξάκο	Texaco Cup
Πάπυρος Νας	Papiro Nash
Αβιμέλεχ (βασιλιάς)	Abimeleque
Αρένα ντας Ντούνας	Arena das Dunas
Τυρρηνικές γλώσσες	Línguas tirrenas
Μενάμπε	Menabe
Μπανίας ΣΚ	Baniyas Sports & Culture Club
Ευρωλίγκα ανδρών 2008-2009	Euroliga 2008-09
Επιδιδυμίτιδα	Epididimite
Κομητεία (Ισπανία)	Comarcas da Espanha
Τάγμα της Οράγγης	Ordem de Orange
Πέρα από τον Παράδεισο	Stranger Than Paradise
Ευρωπαίοι Συντηρητικοί και Μεταρρυθμιστές	Reformistas e Conservadores Europeus
Η Ωραία και το Κτήνος	The Bad and the Beautiful
Εμβέρ	Enver
Μορειρένσε ΦΚ	Moreirense Futebol Clube
Weezer (άλμπουμ του 1994 )	Weezer (álbum de 1994)
Μαζάο Τακεμότο	Masao Takemoto
Πολλαπλασιασμός των χωρικών	Multiplicação por duplicação
Συνθήκη ειρήνης Λεόμπεν	Tratado de Leoben
Κολύμβηση στους Θερινούς Ολυμπιακούς Αγώνες 1896 – 1200 μέτρα ελεύθερο ανδρών	Natação nos Jogos Olímpicos de Verão de 1896 - 1200 m livre masculino
Κολύμβηση στους Θερινούς Ολυμπιακούς Αγώνες 1896 – 100 μέτρα ελεύθερο ανδρών	Natação nos Jogos Olímpicos de Verão de 1896 - 100 m livre masculino
Κολύμβηση στους Θερινούς Ολυμπιακούς Αγώνες 1896 – 500 μέτρα ελεύθερο ανδρών	Natação nos Jogos Olímpicos de Verão de 1896 - 500 m livre masculino
Κολύμβηση στους Θερινούς Ολυμπιακούς Αγώνες 1896 – 100 μέτρα ελεύθερο ναυτών	Natação nos Jogos Olímpicos de Verão de 1896 - 100 m livre masculino para marinheiros
Πατριαρχικός Ναός Αγίου Γεωργίου	Catedral de São Jorge (Istambul)
Το ξέσπασμα μιας ψυχής	Now, Voyager
Έφυρα	Éfira (Tesprócia)
Εφύρα	Éfira (desambiguação)
VW-Porsche 914	Porsche 914
FIBA Αφρικής	FIBA África
Moda Center	Rose Garden Arena
Εποπέας	Epopeu
National Space Science Data Center	National Space Science Data Center
Κριστόφ Βαζέχα	Krzysztof Warzycha
Ηρ	Er (personagem bíblico)
Λεαμπούα Τζόναθαν	Leabua Jonathan
Αλέξανδρος Αγουάδο	Alejandro María Aguado
Νίκος Νιόπλιας	Nikos Nioplias
Πασκουαλίνο Ντε Σάντις	Pasqualino De Santis
Στράτων ο εκ Σάρδεων	Estratão de Sardes
J. B. Lenoir	J. B. Lenoir
TNA Turning Point	TNA Turning Point
Η Εξαφάνιση	Klute
Γ.Α.Σ. Βέροια	PAE Veria
Κεντρικά εργαλεία GNU	GNU Core Utilities
Γεδρωσία	Gedrósia
Νεφθαλί (φυλή)	Tribo de Naftali
Χάρι Κλαϊνεφέλτερ	Harry Klinefelter
Γκαθ	Gate (cidade)
TNA Sacrifice	TNA Sacrifice
Σεισμός στην Κρήτη το 365	Sismo de Creta de 365
Φάνης (μυθολογία)	Fanes
Τζβι Αβνί	Tzvi Avni
Ερντρ	Rio Erdre
Αίθουσα V.I.P.	Lounge (aviação)
Raditude	Raditude
Μεγαπένθης	Megapente
ΣΚ Ραβέννα Σπορτ 2019	Ravenna Calcio
Shenanigans	Shenanigans
Πυξίδα (αγγείο)	Pixis
Κρυοπάγημα	Congelamento
Μάθιου Φίσερ	Matthew Fisher
Τεστ κοπώσεως	Teste de esforço
Μαριγιάμπολε	Marijampolė
Έρικ Νέιμσνικ	Eric Namesnik
Άγνων	Hagnão
Ποδοσφαιρική Ένωση Δυτικής Αφρικής	União das Federações Oeste Africanas
Γκεόργκι Τόντοροβ (στρατηγός)	Georgi Todorov
Λίγκα ντε Όνρα 2010–11	Segunda Liga de 2010–11
Περιθώριο σφάλματος	Margem de erro
Δουκάτο της Λιβονίας	Ducado da Livônia
Γκρίζες Ζώνες	Disputa egeia
Αλαότρα-Μανγκόρο	Alaotra Mangoro
Ακτοφυλακή	Guarda costeira
Toyota Tundra	Toyota Tundra
Γκρέιτ Ινάγκουα	Inagua
Εριχθόνιος της Τρωάδος	Erictônio da Dardânia
Ηριγόνη της Κλυταιμνήστρας	Erígone
Αλχαφερία	Palácio da Aljafería
Ιεροκλής ο Στωικός	Hiérocles (estoico)
Παλαιστινιακές Αερογραμμές	Palestinian Airlines
Λαϊκή Ολυμπιάδα	Olimpíadas Populares
Δήμος Ριμπέιρα Γκράντε	Ribeira Grande (concelho de Cabo Verde)
Erreway	Erreway
Goa Gil	Goa Gil
Ηρώον	Heroon
Έρνι Λαντ	Ernie Ladd
Λυκαβηττός	Monte Licabeto
Τα Ταξίδια των Thornberrys	The Wild Thornberrys
Καυδιανά δίκρανα	Batalha das Forcas Caudinas
Filler	Filler
Ζάππειες Ολυμπιάδες	Jogos Olímpicos de Zappas
Δακτύλιος ακεραίων	Anel de inteiros
Εθνική Ράπα Νούι (ποδόσφαιρο ανδρών)	Seleção da Ilha de Páscoa de Futebol
Ελληνική Ολυμπιακή Επιτροπή	Comitê Olímpico Helênico
Τζόρτζιο Καρμπόνε	Giorgio Carbone
Εθνική Νοτίων Μαλουκών (ποδόσφαιρο ανδρών)	Seleção das Ilhas Molucas do Sul de Futebol
Κωνσταντίνος Λάσκαρις	Constantino Láscaris
Alfa Romeo 75	Alfa Romeo 75
Καθεστώς της 4ης Αυγούστου	Regime de 4 de Agosto
Σύστημα αυτόματης μίσθωσης ποδηλάτων	Sistema de bicicletas públicas
Οικλής	Óicles
Τιχομίρ Ζαβιντόβιτς	Estêvão Tihomir
Γουίλιαμ Χένρι Χάντσον	William Henry Hudson
Fiat Bravo/Brava	Fiat Brava
Μάμα Όκλιο	Mama Ocllo
Mercury Grand Marquis	Mercury Grand Marquis
Κεφαλοτύρι	Kefalotyri
Ευρωπαϊκό Ταμείο Περιφερειακής Ανάπτυξης	Fundo Europeu de Desenvolvimento Regional
Peugeot 305	Peugeot 305
Alfa Romeo 145/146	Alfa Romeo 145
Μοργκάν Σνάιντερλιν	Morgan Schneiderlin
Κύκλος θείου	Ciclo do enxofre
Τρόι Σιβάν Μέλλετ	Troye Sivan
Αρένα Περναμπούκο	Itaipava Arena Pernambuco
Αρένα Κορίνθιανς	Arena Corinthians
Μιχάλης Ράπτης	Michel Pablo
Ιωάννης Ξιφιλίνος (μοναχός)	João Xifilino
Ισαάκ Λε Σαπελιέ	Isaac Le Chapelier
Dark Angel	Dark Angel
Κανάκη	Cânace
Αλεχάντρο Μπεντόγια	Alejandro Bedoya
Φρανσίσκο Φαντούλ	Francisco Fadul
Φρανκ Κλόπας	Frank Klopas
Σαμ Ζίμπαλιστ	Sam Zimbalist
Alfa Romeo 33	Alfa Romeo 33
Μιχαήλος Αποστόλης	Miguel Apostólio
Βασίλης Βασιλικός	Vassilis Vassilikos
Ιωάννης Αλβάνης	Gian Girolamo Albani
Μιχαήλ Βορονίν	Mikhail Voronin
Γρηγόριος Ελβίρας	Gregório de Elvira
Στέργος Μαρίνος	Stergos Marinos
Νικολά Μαρέν	Nicolas Marin
Στρατηγική μάρκετινγκ	Estratégias de marketing
TNA Slammiversary	Slammiversary
TNA Destination X	TNA Destination X
Ντάγκλας Γουίλιαμς	Doug Williams (lutador)
TNA No Surrender	TNA No Surrender
Hardcore Justice	TNA Hardcore Justice
Αντιαρματική χειροβομβίδα No. 74	Bomba adesiva bélica
HD 69830 γ	HD 69830 c
Ένα Αστείο Κορίτσι	Funny Girl
Κύπελλο Εθνών Αφρικής 2015	Campeonato Africano das Nações de 2015
Ψαμμίτης (Αρχιμήδης)	O Contador de Areia
Νικόλα Πιοβάνι	Nicola Piovani
Εικονική αεροπορική εταιρεία	Linha aérea virtual
Reclaim the streets	Reclaim the Streets
Καρχαρίας του Πορτ Τζάκσον	Heterodontus portusjacksoni
Διαζύγιο αλά Ιταλικά	Divórcio à Italiana
IYDU	União Internacional de Jovens Democráticos
Ανάλυση Φουριέ	Análise de Fourier
Παιδεία	Paideia
Σάο Τομέ (αποσαφήνιση)	São Tomé (desambiguação)
Ισούφ Ουαταρά	Issouf Ouattara
Χειρογαλέος του Κρόσλεϊ	Cheirogaleus crossleyi
Τζίμι Ντουρμάζ	Jimmy Durmaz
Πεπτωκότες (Χριστιανισμός)	Lapsi
Υδρομετρία	Hidrometria
Candies	Candies
Nightrage	Nightrage
Ροζέ Ντελόρ	Rogério Deslaur
Επίσχεση ούρων	Retenção urinária
Αλφόνσο Φαντρίκ	Afonso Frederico da Sicília
Ιωάννης ντε Λα Ρος	João I de la Roche
Ορφανό φάρμακο	Medicamento órfão
Ισοπεδωτές	Levellers
Η Γέφυρα της Αμαρτίας (ταινία 1940)	Waterloo Bridge
Volume 8: The Threat Is Real	Volume 8: The Threat is Real
Πολιτισμική ταυτότητα	Identidade cultural
Αεροσκάφος συνδέσμου	Avião de ligação
Σούντο	Shūdō
Theatrum Orbis Terrarum	Theatrum Orbis Terrarum
Καμπύλη μάθησης	Curva de aprendizagem
Διερμηνέας γραμμής εντολών	Interpretador de comandos
Μεστράιμ	Mizraim
Φιλ Κόλσον	Phil Coulson
Άτμαν	Atman
Psi	Psi
Αριστόβουλος ο Νεότερος	Aristóbulo (irmão de Herodes Agripa I)
Windows Live Gallery	Windows Live Gallery
Βικράμ Σαμβάτ	Vikram Samvat
Κωνσταντίνος Κόλλιας	Konstantínos Kóllias
Σύνδεση affine	Conexão afim
Γιάτσεκ Καζιμιέρσκι	Jacek Kazimierski
Εξαρτημένο κράτος	Estado vassalo
Εθνικός Αστέρας Γ.Α.Ο.	Ethnikos Asteras
Μίροσλαβ Σνάουτσνερ	Mirosław Sznaucner
Εθνικός Πειραιώς (ποδόσφαιρο)	Ethnikos Pireu
Λεωνίδας Καμπάνταης	Leonidas Kampantais
Γεώργιος Αθανασιάδης - Νόβας	Geórgios Athanasiádis-Nóvas
Ηλίας Τσιριμώκος	Ilías Tsirimókos
Ιωάννης Θεοτόκης	Ioánnis Theotókis
Αιθυλομάδα	Etil
Ιωάννης Π. Παρασκευόπουλος	Ioánnis Paraskevópulos
Παναγιώτης Πιπινέλης	Panagiótis Pipinélis
Σαβίνο Γκουλιελμέτι	Savino Guglielmetti
Αλέξανδρος Στιούαρτ, δούκας του Άλμπανι	Alexandre Stuart, Duque de Albany
Βίκτορ Βιτόλο	Victor José Añino Bermúdez
Πολ Μάρι	Paul Murry
Ευγενία Γκραντέ	Eugènie Grandet
Διεθνές Φεστιβάλ Κινηματογράφου Παλμ Σπρινγκς	Palm Springs International Film Festival
Eurodisco	Euro Disco
Γουλιέλμος του Βολπιάνο	Guilherme de Volpiano
Ζωρζ Βολίνσκυ	Georges Wolinski
EuroparlTV	Europarltv
Τιμητικά ψευδώνυμα μουσικών	Apelidos honorários na música popular
Ευρωεκλογές 2014	Eleições para o Parlamento Europeu de 2014
Χότσκις 1922/26	Hotchkiss M1909 Benet-Mercie
Επεισόδιο Στενών Κερκύρας	Incidente no Canal de Corfu
Futurama: Bender's Game	Futurama: Bender's Game
Γκικονγκόρο	Gikongoro
Εκπομπή ΑΜ	Rádio AM
Ευρωπαϊκό Συμβούλιο Έρευνας	Agência Executiva do Conselho Europeu de Investigação
Σινασός Καππαδοκίας	Mustafapaşa
Μικρός Πρίγκηπας (δορυφόρος)	Petit-Prince (satélite)
Τζάκομπ Χένρυ Σάρατ	Jacob Sarratt
Ευρωπαϊκό Μουσείο της Χρονιάς	Prémio Museu Europeu do Ano
Χουάν Ο'Γκόρμαν	Juan O'Gorman
Ευρώτας (βασιλιάς)	Eurotas (mitologia)
Ευσέβιος	Eusébio (desambiguação)
Μεγάλη Στοά	Obediências Maçônicas
Ευτυχίδης ο Σικυώνιος	Eutiquides
Κομητείες του Ηνωμένου Βασιλείου	Condados do Reino Unido
Ελεύθερο λάκτισμα	Tiro livre
Κανόνας προσήμων του Ντεκάρτ	Regra dos sinais de Descartes
Ρεντά Μανσούρ	Reda Mansour
Τζοβάνι Σφόρτσα	Giovanni Sforza
Οικονομία της Νορβηγίας	Economia da Noruega
Ευαγγελική Λουθηρανική Εκκλησία της Φινλανδίας	Igreja Evangélica Luterana da Finlândia
Φιορέντζο ντι Λορέντζο	Fiorenzo di Lorenzo
Ρέι Ρίτσαρντς	Ray Richards
Τόμας Άλστρομ	Thomas Ahlström
Ζοζέ Πεσέιρο	José Peseiro
Μιλ Μάσκαρας	Mil Máscaras
Εξοπλισμός ποδοσφαιριστή	Equipamentos dos jogadores de futebol
Χελωνονιντζάκια	Tartarugas Ninja
Στρυμονίτες	Estrimonitas
Διαμεταγωγή	Throughput
Α.Γ.Σ. Καστοριά	AGS Kastoria
Πασκοάλ Μοκουμπί	Pascoal Mucumbi
Μάλκομ Άλισον	Malcolm Allison
Αποχρεμπτικό	Agente mucolítico
Κριτσά Λασιθίου	Kritsa
