ఆఫ్రికా	África
వర్గం:1955 స్థాపనలు	Categoria:Fundações em 1955
వర్గం:1956 స్థాపితాలు	Categoria:Fundações em 1956
వర్గం:1964 స్థాపితాలు	Categoria:Fundações em 1964
వర్గం:1974 స్థాపితాలు	Categoria:Fundações em 1974
వర్గం:1971 స్థాపితాలు	Categoria:Fundações em 1971
వర్గం:1970 స్థాపితాలు	Categoria:Fundações em 1970
వర్గం:1973 స్థాపితాలు	Categoria:Fundações em 1973
వర్గం:1975 స్థాపనలు	Categoria:Fundações em 1975
వర్గం:1982 స్థాపితాలు	Categoria:Fundações em 1982
వర్గం:1984 స్థాపనలు	Categoria:Fundações em 1984
వర్గం:1979 స్థాపితాలు	Categoria:Fundações em 1979
వర్గం:1980 స్థాపితాలు	Categoria:Fundações em 1980
వర్గం:1985 స్థాపితాలు	Categoria:Fundações em 1985
వర్గం:1989 స్థాపితాలు	Categoria:Fundações em 1989
వర్గం:1997 స్థాపనలు	Categoria:Fundações em 1997
వర్గం:2004 స్థాపితాలు	Categoria:Fundações em 2004
వర్గం:1999 స్థాపితాలు	Categoria:Fundações em 1999
వర్గం:2000 స్థాపితాలు	Categoria:Fundações em 2000
వర్గం:1996 స్థాపితాలు	Categoria:Fundações em 1996
వర్గం:1998 స్థాపితాలు	Categoria:Fundações em 1998
వర్గం:2008 స్థాపితాలు	Categoria:Fundações em 2008
వర్గం:వరి	Categoria:Arroz
వర్గం:1945 మరణాలు	Categoria:Mortos em 1945
వర్గం:క్రీ.పూ. 44 మరణాలు	Categoria:Mortos em 44 a.C.
వర్గం:1963 మరణాలు	Categoria:Mortos em 1963
వర్గం:1320లు	Categoria:Década de 1320
వర్గం:1370లు	Categoria:Década de 1370
వర్గం:1833	Categoria:1833
వర్గం:1390లు	Categoria:Década de 1390
వర్గం:1550లు	Categoria:Década de 1550
వర్గం:1832	Categoria:1832
వర్గం:1660లు	Categoria:Década de 1660
వర్గం:1930 మరణాలు	Categoria:Mortos em 1930
వర్గం:1740లు	Categoria:Década de 1740
వర్గం:1840లు	Categoria:Década de 1840
వర్గం:500లు	Categoria:Década de 500
వర్గం:580లు	Categoria:Década de 580
వర్గం:1822	Categoria:1822
వర్గం:690లు	Categoria:Década de 690
వర్గం:810లు	Categoria:Década de 810
వర్గం:14 వ శతాబ్దం	Categoria:Século XIV
వర్గం:13 వ శతాబ్దం	Categoria:Século XIII
వర్గం:16 వ శతాబ్దం	Categoria:Século XVI
వర్గం:12 వ శతాబ్దం	Categoria:Século XII
వర్గం:ప్లంబజినేసి	Categoria:Plumbaginaceae
వర్గం:18 వ శతాబ్దం	Categoria:Século XVIII
వర్గం:పరిశీలన	Categoria:Observação
వర్గం:6 వ శతాబ్దం	Categoria:Século VI
వర్గం:8 వ శతాబ్దం	Categoria:Século VIII
వర్గం:మరణం	Categoria:Morte
వర్గం:వైద్యశాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Categoria:Nobel de Fisiologia ou Medicina
వర్గం:ఒలింపిక క్రీడలు	Categoria:Desportos olímpicos
వర్గం:మోటారు సైకిళ్లు	Categoria:Motos
వర్గం:భారత అథ్లెటిక్ క్రీడాకారులు	Categoria:Atletas da Índia
వర్గం:1829	Categoria:1829
వర్గం:1988 మరణాలు	Categoria:Mortos em 1988
వర్గం:భారత రాజకీయ నాయకులు	Categoria:Políticos da Índia
మూస:Gallery	Predefinição:Galeria
వర్గం:సైపరేసి	Categoria:Cyperaceae
వర్గం:జలసంధులు	Categoria:Estreitos
వర్గం:1823 మరణాలు	Categoria:Mortos em 1823
వర్గం:గ్రహశకలాలు	Categoria:Asteroides
వర్గం:త్రికోణమితి	Categoria:Trigonometria
వర్గం:1708	Categoria:1708
వర్గం:1736	Categoria:1736
వర్గం:1789	Categoria:1789
వర్గం:1796	Categoria:1796
వర్గం:విమానాశ్రయాలు	Categoria:Aeroportos
వర్గం:1821	Categoria:1821
వర్గం:1825	Categoria:1825
వర్గం:1828	Categoria:1828
వర్గం:1837	Categoria:1837
వర్గం:1838 జననాలు	Categoria:Nascidos em 1838
వర్గం:1841	Categoria:1841
వర్గం:1850	Categoria:1850
వర్గం:1867	Categoria:1867
వర్గం:1873	Categoria:1873
వర్గం:1878	Categoria:1878
వర్గం:1896	Categoria:1896
వర్గం:1924 మరణాలు	Categoria:Mortos em 1924
వర్గం:1960 మరణాలు	Categoria:Mortos em 1960
వర్గం:1963	Categoria:1963
వర్గం:1981 మరణాలు	Categoria:Mortos em 1981
వర్గం:1999 మరణాలు	Categoria:Mortos em 1999
వర్గం:2012	Categoria:2012
వర్గం:మూలకాలు	Categoria:Elementos químicos
వర్గం:క్రీ.పూ. 100 జననాలు	Categoria:Nascidos em 100 a.C.
వర్గం:భారతీయ గాయకులు	Categoria:Cantores da Índia
వర్గం:భారత చదరంగ క్రీడాకారులు	Categoria:Jogadores de xadrez da Índia
వర్గం:చదరంగం క్రీడాకారులు	Categoria:Jogadores de xadrez
వర్గం:భారత దేశ ఆర్థికవేత్తలు	Categoria:Economistas da Índia
వర్గం:క్రీ.పూ. 290 మరణాలు	Categoria:Mortos em 290 a.C.
వర్గం:నోబెల్ బహుమతి	Categoria:Prémio Nobel
వర్గం:15 వ శతాబ్దం	Categoria:Século XV
వర్గం:గ్రాఫిక్స్ ఫైల్ ఫార్మాట్స్	Categoria:Formatos digitais de imagem
వర్గం:1727	Categoria:1727
వర్గం:1744	Categoria:1744
వర్గం:1808	Categoria:1808
వర్గం:1824	Categoria:1824
వర్గం:1826	Categoria:1826
వర్గం:1831	Categoria:1831
వర్గం:1835 మరణాలు	Categoria:Mortos em 1835
వర్గం:1929 మరణాలు	Categoria:Mortos em 1929
వర్గం:1933 మరణాలు	Categoria:Mortos em 1933
వర్గం:1961 మరణాలు	Categoria:Mortos em 1961
వర్గం:1968	Categoria:1968
వర్గం:హిందువుల పండుగలు	Categoria:Festivais hindus
నూతన్ ప్రసాద్	Nutan Prasad
వర్గం:పడవలు	Categoria:Barcos
వర్గం:జర్నలిజం	Categoria:Jornalismo
వర్గం:1817	Categoria:1817
వర్గం:1898	Categoria:1898
వర్గం:1998	Categoria:1998
వర్గం:క్రీ.పూ. 71 మరణాలు	Categoria:Mortos em 71 a.C.
వర్గం:క్రీ.పూ. 370 మరణాలు	Categoria:Mortos em 370 a.C.
వర్గం:క్రీ.పూ. 483 మరణాలు	Categoria:Mortos em 483 a.C.
వర్గం:నేపాల్	Categoria:Nepal
వర్గం:రూబియేసి	Categoria:Rubiaceae
వర్గం:శ్రీలంక	Categoria:Sri Lanka
వర్గం:తజికిస్తాన్	Categoria:Tajiquistão
వర్గం:1795 మరణాలు	Categoria:Mortos em 1795
వర్గం:1855	Categoria:1855
వర్గం:2003	Categoria:2003
వర్గం:క్రీ.పూ. 350 జననాలు	Categoria:Nascidos em 350 a.C.
వర్గం:క్రీ.పూ. 460 జననాలు	Categoria:Nascidos em 460 a.C.
వర్గం:9 వ శతాబ్దం	Categoria:Século IX
వర్గం:మొఘల్ సామ్రాజ్యం	Categoria:Império Mogol
వర్గం:సోవియట్ యూనియన్	Categoria:União Soviética
వర్గం:Deletion templates	Categoria:!Predefinições de eliminação
వర్గం:1971	Categoria:1971
వర్గం:క్రీ.పూ. 563 జననాలు	Categoria:Nascidos em 563 a.C.
వర్గం:జననాలు	Categoria:Nascidos por ano
వర్గం:అమెరికా సంయుక్త రాష్ట్రాల అధ్యక్షులు	Categoria:Presidentes dos Estados Unidos
వర్గం:ఐరోపా చరిత్ర	Categoria:História da Europa
వర్గం:ఉత్తర అమెరికా దేశాలు	Categoria:Países da América do Norte
వర్గం:చేపలు	Categoria:Peixes
వర్గం:2003 ఉపోద్ఘాతములు	Categoria:Introduções em 2003
వర్గం:2010 ఉపోద్ఘాతములు	Categoria:Introduções em 2010
వర్గం:పండ్లు	Categoria:Frutos
వర్గం:రాజకీయ పార్టీలు	Categoria:Partidos políticos
వర్గం:వృక్ష జాతులు	Categoria:Flora
వర్గం:కీటకాహార మొక్కలు	Categoria:Plantas carnívoras
వర్గం:1946 తెలుగు సినిమాలు	Categoria:Filmes de 1946
వర్గం:1966 తెలుగు సినిమాలు	Categoria:Filmes de 1966
వర్గం:1953 తెలుగు సినిమాలు	Categoria:Filmes de 1953
వర్గం:1954 తెలుగు సినిమాలు	Categoria:Filmes de 1954
వర్గం:1960 తెలుగు సినిమాలు	Categoria:Filmes de 1960
వర్గం:1964 తెలుగు సినిమాలు	Categoria:Filmes de 1964
వర్గం:1963 తెలుగు సినిమాలు	Categoria:Filmes de 1963
వర్గం:1962 తెలుగు సినిమాలు	Categoria:Filmes de 1962
వర్గం:1965 తెలుగు సినిమాలు	Categoria:Filmes de 1965
వర్గం:1957 తెలుగు సినిమాలు	Categoria:Filmes de 1957
వర్గం:1974 తెలుగు సినిమాలు	Categoria:Filmes de 1974
వర్గం:1973 తెలుగు సినిమాలు	Categoria:Filmes de 1973
వర్గం:1976 తెలుగు సినిమాలు	Categoria:Filmes de 1976
వర్గం:1971 తెలుగు సినిమాలు	Categoria:Filmes de 1971
వర్గం:1968 తెలుగు సినిమాలు	Categoria:Filmes de 1968
వర్గం:1980 తెలుగు సినిమాలు	Categoria:Filmes de 1980
వర్గం:2003 తెలుగు సినిమాలు	Categoria:Filmes de 2003
వర్గం:1991 తెలుగు సినిమాలు	Categoria:Filmes de 1991
వర్గం:1999 తెలుగు సినిమాలు	Categoria:Filmes de 1999
వర్గం:1996 తెలుగు సినిమాలు	Categoria:Filmes de 1996
వర్గం:1994 తెలుగు సినిమాలు	Categoria:Filmes de 1994
వర్గం:1989 తెలుగు సినిమాలు	Categoria:Filmes de 1989
వర్గం:1997 తెలుగు సినిమాలు	Categoria:Filmes de 1997
వర్గం:2002 తెలుగు సినిమాలు	Categoria:Filmes de 2002
వర్గం:2004 తెలుగు సినిమాలు	Categoria:Filmes de 2004
వర్గం:1995 తెలుగు సినిమాలు	Categoria:Filmes de 1995
వర్గం:2005 తెలుగు సినిమాలు	Categoria:Filmes de 2005
వర్గం:2007 తెలుగు సినిమాలు	Categoria:Filmes de 2007
వర్గం:2008 తెలుగు సినిమాలు	Categoria:Filmes de 2008
వర్గం:2010 తెలుగు సినిమాలు	Categoria:Filmes de 2010
వర్గం:2011 తెలుగు సినిమాలు	Categoria:Filmes de 2011
వర్గం:2009 తెలుగు సినిమాలు	Categoria:Filmes de 2009
వర్గం:కంప్యూటరు పత్రికలు	Categoria:Revistas de informática
వర్గం:భూటాన్ భాషలు	Categoria:Línguas do Butão
వర్గం:భారతీయ భాషలు	Categoria:Línguas da Índia
వర్గం:భారతదేశంలోని పర్వతాలు	Categoria:Montanhas da Índia
వర్గం:మహా సముద్రాలు	Categoria:Oceanos
వర్గం:మొలస్కా	Categoria:Moluscos
వర్గం:ఆపరేటింగ్ సిస్టమ్స్	Categoria:Sistemas operativos
వర్గం:నియంతృత్వం	Categoria:Ditaduras
వర్గం:గోవా	Categoria:Goa
వర్గం:కర్ణాటక	Categoria:Karnataka
వర్గం:గుజరాత్	Categoria:Guzerate
వర్గం:జార్ఖండ్	Categoria:Jharkhand
వర్గం:తమిళనాడు	Categoria:Tamil Nadu
వర్గం:పంజాబ్	Categoria:Punjab (Índia)
వర్గం:మధ్య ప్రదేశ్	Categoria:Madhya Pradesh
వర్గం:రాజస్థాన్	Categoria:Rajastão
వర్గం:హర్యానా	Categoria:Haryana
వర్గం:ఉత్తర ప్రదేశ్	Categoria:Uttar Pradesh
వర్గం:పశ్చిమ బెంగాల్	Categoria:Bengala Ocidental
వర్గం:ఒరిస్సా	Categoria:Orissa
వర్గం:సినిమా పురస్కారాలు	Categoria:Prêmios de cinema
వర్గం:రుతువులు	Categoria:Estações do ano
